Disease,Protein
D010003,P13797
D006528,Q9BX97
D006528,Q8IUK5
D015451,Q13794
D009765,P20382
D010001,Q9UE85
D011471,Q9UE85
D012559,Q9UE85
D004831,Q6FH25
D011471,Q5XG96
C536928,Q5FBX0
D002292,Q8N490
D020734,Q9BYY3
D010024,P01298
D011085,Q96AD5
C565850,Q8IY17
D006528,Q8TCS8
D015451,P06746
D001749,P06746
D015179,P28340
D015179,Q8WUF6
D015179,Q96IE1
D002549,Q6LCA9
D020734,Q6LCA9
C537583,Q6LCA9
D011471,Q9UBT6
D013274,Q9P1U0
D013274,Q9Y2Y1
D001321,Q6LDP0
D002292,Q6LDP0
D003919,Q6LDP0
D004831,Q6LDP0
D007154,Q6LDP0
D009103,Q6LDP0
D009157,Q6LDP0
D009765,Q6LDP0
D010024,Q6LDP0
D012148,Q6LDP0
D001321,Q96P91
D015179,Q96P91
D006938,Q96P91
D008175,Q96P91
D011471,Q96P91
D001749,Q96P91
D006938,Q6PJZ2
D001749,Q63HL4
D015179,Q15063
D005910,Q5MJ35
D010003,P20264
D015470,Q01851
D005910,Q01860
D001321,P78424
D003924,Q86SF0
D009765,Q86SF0
D011471,Q86SF0
D009765,Q03181
D000544,Q86WD1
D006528,Q86WD1
D015179,Q86WD1
D003924,Q86WD1
D009765,Q86WD1
D010003,Q86WD1
D011225,Q86WD1
D013274,Q86WD1
C572845,Q86WD1
D003924,Q9UBK2
D020961,Q9UBK2
D010300,Q9UBK2
D001943,Q8TAL0
D009765,Q8TAL0
D008175,P02775
C537243,Q8ND30
D011471,Q8ND30
D013274,P62937
D013274,P45877
D001943,Q8NEA7
D005910,Q8NEA7
D015179,Q96MI6
D009765,Q5SGD2
D015179,Q96TC9
D001943,Q6GQY8
D015179,Q96A00
D001145,Q13522
D006528,Q13522
D003924,Q16821
D001249,Q6I9T8
D010003,P30153
D013274,P30153
D008175,P30154
D011471,P63151
D015451,Q96B13
D006527,Q08209
D011471,Q08209
D001749,P48454
D006528,Q6ZMV5
D002292,P78395
D015464,P78395
D009101,P78395
D002292,Q96FT4
D003093,Q5T4E8
D008180,Q5T4E8
C563236,Q9GZV8
D001749,Q13029
D006528,Q06830
D004938,Q06830
D007627,Q06830
D008175,Q06830
D006528,P32119
D004938,P32119
D007627,P32119
D012516,P32119
D011471,P32119
D010024,P30048
D013274,P30044
D006528,P30041
D008175,P30041
D013274,Q5JRX3
D001321,P14222
D008228,P14222
D016481,Q96E92
D013274,Q96E92
D013274,Q9Y478
D011471,P22694
D000505,Q96P62
D009765,Q96P62
D009765,Q75MP1
D001321,P05771
D015179,P05771
D003924,P05771
D013274,P05771
D020734,Q05655
D015179,Q53RT0
D014277,P05129
D000083242,Q9BVQ0
D009765,Q9BVQ0
D001321,P41743
D003922,Q04759
D011471,Q05513
D015179,Q1KKQ2
D015451,Q9BZL6
D011085,Q9BZL6
D011471,P78527
D006976,Q13976
D001321,Q5THQ0
D004715,Q5THQ0
D008180,Q5THQ0
D020734,Q5THQ0
D010911,Q5THQ0
D011470,Q5THQ0
D001321,Q8WWV7
D004715,Q8WWV7
D000544,Q86XR1
D006527,Q86XR1
D009103,Q86XR1
D011471,Q86XR1
D013274,Q86XR1
D003924,Q92786
D013274,Q9UMS4
D011471,P54821
D001749,Q8N2U3
D011471,Q16651
D015464,P24158
D005910,Q7L3Y3
D000544,Q6F4C0
C564330,Q6F4C0
D002311,Q6F4C0
D000544,P49810
C536596,P49810
D002311,P49810
D015470,Q8N4N4
D010024,Q6MZI6
D010024,P28066
D010003,P20618
D001749,P49721
D011471,Q9P2W1
D003924,Q15008
D009101,Q5SQ83
D011085,P25105
D012516,P26599
D046152,Q13635
D001321,Q96NR3
D001249,P60484
D001321,P60484
D001943,P60484
D006528,P60484
D002292,P60484
D005910,P60484
D008175,P60484
D011471,P60484
D001249,Q9Y5Y4
C565935,P43116
D004715,P43116
D011085,Q6TTN3
D004715,P35408
D004715,Q71UN9
D004374,Q6LEN2
D000075222,Q6LEN2
D008175,Q6LEN2
D001943,Q6LCE7
D004938,Q6LCE7
D011125,Q9NNY7
D001145,Q9NNY7
D001321,Q9NNY7
D001943,Q9NNY7
D006528,Q9NNY7
D002292,Q9NNY7
D015179,Q9NNY7
D004715,Q9NNY7
D004938,Q9NNY7
D005764,Q9NNY7
D005902,Q9NNY7
D005910,Q9NNY7
D015212,Q9NNY7
D015451,Q9NNY7
D008180,Q9NNY7
D009765,Q9NNY7
D010003,Q9NNY7
D011471,Q9NNY7
D065631,Q9NNY7
D013274,Q9NNY7
D001749,Q9NNY7
C537156,P01270
D010024,P01270
D006528,Q0VGD7
D001943,Q53XY9
D009101,Q53XY9
D011471,Q53XY9
D006528,Q05397
D000544,Q14289
D008175,Q9NYD3
D013274,Q86YD1
D013274,Q68CR8
D003924,P18031
D006689,P18031
D009765,P18031
D015470,Q96I26
D009447,Q96I26
D015179,Q05209
D009447,Q6PJC3
D003093,P17706
D001327,Q9Y2R2
D003922,Q9Y2R2
D006111,Q9Y2R2
D015212,Q9Y2R2
D008180,Q9Y2R2
D011471,Q9H3X6
D001289,Q3KPI9
D001943,Q3KPI9
D015179,Q3KPI9
D012148,Q3KPI9
D013274,P10586
D013274,Q86TJ8
D015179,Q12913
D011471,Q86WJ2
D011471,Q9Y3E5
D006528,Q6IAL9
D013274,Q9Y606
D002292,P20472
D012559,P20472
D015470,P15151
D011471,P15151
D015470,Q96GF5
D008180,Q32NE9
D006528,Q9ULZ3
D018288,Q9ULZ3
D015179,Q9ULZ3
D008175,Q9ULZ3
D013274,Q9ULZ3
D006528,Q6P1L4
D001249,Q6K0P9
D011471,Q6K0P9
D000544,P10082
D009765,P10082
D006528,P20742
D011471,P47897
D005910,Q96PU8
D015451,Q16769
D001321,Q9BXF6
D009765,Q9UL25
D001749,Q6IAS8
D007918,Q13637
D001321,Q96DA2
D011471,P61018
D010024,Q96AH8
D006528,P63000
D002311,P63000
D015470,P15153
D015470,Q9Y6Q9
D006528,Q9H0H5
D011085,Q9H0H5
D013274,P54725
D011471,Q5W0S5
D001249,Q32P42
D001943,Q9NZG9
D001943,Q7KZJ0
D008175,Q5DR82
D015179,Q9Y620
D008228,Q9Y620
D001943,Q92698
D006528,Q92698
D008228,Q92698
D001943,P04049
D002311,P04049
D005910,P04049
D008175,P04049
D011471,P04049
D011471,Q9BYY2
D009765,Q7Z5J4
D011471,Q15311
D001749,Q5JT61
D001943,Q86SE5
D007627,P62826
D010003,P62826
D013274,Q6VN20
D004831,Q17RH5
D009765,Q569L6
D001327,Q13702
D001943,Q6I9R7
D006528,Q6I9R7
D001943,Q86UC5
D004715,Q86UC5
D008175,Q86UC5
D013274,Q86UC5
D013274,P49788
D011225,Q99969
D013274,Q6P4F9
D011471,Q9Y272
D008180,Q8IV61
D015179,Q6T310
D004715,Q6T310
D015212,Q1W2K8
D008175,Q1W2K8
D001749,Q1W2K8
D009447,Q8TEK8
D001943,Q92728
D006528,Q92728
D018288,Q92728
D046152,Q92728
D012516,Q92728
D011471,Q92728
D001749,Q92728
D001943,Q8TDY2
D012559,Q8TDY2
D001321,Q9NWB1
D015451,Q08999
D001943,Q9H5V0
D015179,Q9H0Z9
D005317,P29374
D013274,P29374
D001327,P10745
D001943,Q5VY30
D011085,Q5VY30
D013274,Q5VY30
D004715,Q06330
D009103,Q06330
D006528,P53805
D006816,P53805
D008175,Q96BL1
D010003,Q96D15
D001943,P46063
D001321,Q8WV73
D013274,Q9BYZ8
D006689,Q04864
D001943,Q96F54
D002292,Q96F54
D003093,Q96F54
D003924,Q96F54
D009447,Q96F54
D013274,Q96F54
D000544,Q75MM8
D001321,Q75MM8
D012559,Q75MM8
D005317,Q693B1
D010024,Q693B1
D002311,P51606
D001943,Q8NFH8
D009396,Q13127
D015179,Q9UQV8
D010673,Q9UQV8
D003924,Q9HD89
D012516,P41440
D011471,Q969G6
D011471,Q8HWS3
D011471,Q6NW40
D012516,Q08116
D012559,Q8WX96
D001943,Q49A86
D015470,Q49A86
D013274,Q49A86
D004715,P49798
D012559,Q4QRI4
D000505,P61586
D013274,P61586
D001749,P61586
D011471,Q9BWJ2
D015179,Q8IUC4
D001943,Q9H4K1
D001943,Q9NPQ8
D001321,Q3ZCW0
D008175,Q8IUF8
D011471,Q9NVW2
D011471,P04090
D001943,Q9NWS8
D001249,P12724
D011471,P34096
C537243,Q1RLL8
D011471,Q1RLL8
D006528,Q53RZ3
D001943,Q9Y4L5
D011471,Q2HIY3
D002292,Q8WU17
D006528,Q9BTC5
D001943,Q8N6D2
D015179,Q8N6D2
D009103,Q3ZCS9
D011471,Q96EP0
D015179,Q68DV7
C537243,Q68DV7
D011471,Q68DV7
D013274,Q68DV7
D003924,Q9Y252
D004938,Q9Y252
D001321,Q2M1J3
D006528,Q2M1J3
D008175,Q2M1J3
D011471,Q2M1J3
D001321,Q9HCK4
D011471,Q9HCK4
D001321,Q96HH0
D001321,Q8WZ75
D001943,Q01973
D001321,P35398
D013274,P35398
D004715,Q58EY0
D005910,Q5H8Y1
D001321,Q9GZW2
D011471,Q9GZW2
D011471,Q5VVD0
D011471,P30050
D013274,Q6NZ55
D002292,Q6IPH7
D010300,Q6IPH7
D013274,P61313
D013274,Q0QEW2
D001943,P62750
D010300,P62750
D001943,P62899
D010300,Q8TBK5
D001943,P05387
D011471,Q5JYR7
D011471,Q5VT52
D004938,Q9NS64
D013274,P62841
D011471,P39019
D013274,P39019
D013274,Q9BYK2
D013274,Q75MH1
D001943,Q96IR1
D001943,Q96DV6
D006528,Q96DV6
D013274,Q96DV6
D006528,Q8TDJ4
D001943,Q9BRS0
D001943,P62081
D001943,Q5JR95
D010300,Q5JR95
D014029,Q8N122
D001943,P55042
D011471,P10301
D006528,P23921
D006528,P31350
D015179,P31350
D011085,P31350
D001943,Q9BXY4
D006528,Q9BXY4
D010024,Q32Q10
D005910,Q9NZ71
D008175,Q9NZ71
D012559,Q6IPN0
D012559,Q9BZR6
D006528,Q9BQQ7
D015470,Q2TAM6
D011471,Q2TAM6
D015470,Q71VC3
D001943,Q32MY8
D010003,Q32MY8
D012516,Q32MY8
D006528,Q13761
D002446,Q13761
D004938,Q13761
D015470,Q13761
D008175,Q13761
D011085,Q13761
D013274,Q13761
D004715,Q9HBX9
D011471,Q6P3U7
D001943,Q5STP9
D013274,Q5STP9
D002292,Q8WYM8
C535694,Q8WYM8
D001145,Q92736
D007627,Q6FGE5
D015470,Q6FGE5
D007627,P26447
D010003,P26447
D003924,P06703
D007627,P05109
D015470,P05109
D002446,P06702
D007627,P06702
D046152,Q9BXA9
D004831,Q8N8I0
D005317,Q5K651
D000075262,Q5K651
D011471,Q5K651
D012559,Q9UHR5
D009765,Q2TM25
D015179,Q9UPW6
D011471,Q769H0
D001321,Q7Z6I4
D001321,Q8TAC9
D006528,Q6PIX8
D002292,Q8WTV0
D015179,P05408
D004715,Q96QR1
D001249,Q2L6B3
D000699,Q9UKU5
D004831,P35498
D001321,Q99250
C564274,Q99250
D001321,Q01118
D003550,Q6UP09
D011085,Q6UP09
D011225,Q6UP09
D003550,Q8WY57
D003550,Q6LCK6
D010003,Q12765
D013274,Q12765
D001321,P09683
D011085,P09683
D003924,Q8IV17
D011471,Q9HCN8
D012559,Q9BRK5
D002311,Q0QF12
D010003,Q0QF12
D046152,Q70SX8
D010673,Q70SX8
D010003,Q15436
D008175,Q93073
D009103,Q5TI75
D015179,Q9H8A8
D008175,Q9H8A8
D012559,Q9H8A8
D013274,Q9H8A8
D015179,P49908
D004715,P49908
D008175,P49908
D011471,P49908
D011471,Q9BQE4
D009447,Q6PI51
D001321,Q13591
D011471,Q9GZR1
D015470,Q9UHD8
D013274,Q8NC51
D011471,Q5H936
D006528,P01009
D008175,P01009
D013274,P01009
D019851,Q9UK55
D011471,P01011
D006528,P29622
D011471,Q4VAX6
D001943,P05120
D013274,P05120
D004938,P29508
D001943,P36952
D015179,P36952
D007627,P36952
D009404,Q8TCE1
D019851,Q8IVC0
D001321,P05121
D009404,P05121
D009765,P05121
D011225,P05121
D011471,P05121
D013274,P05121
D007627,P36955
D011471,P36955
D054179,Q5UGI6
D008175,Q5UGI6
D015179,P58004
D011471,P58005
D001943,Q9Y6X0
D001943,Q9BYW2
D002292,Q9BYW2
D011471,Q9BYW2
D011471,Q15047
D001321,Q6UXD5
D015451,Q7Z497
D011471,Q7Z497
D006528,Q9Y3B8
D004938,Q9Y3B8
D007627,Q9Y3B8
D001943,Q6ZSL4
D006528,Q6ZSL4
D015179,Q6ZSL4
D015212,Q6ZSL4
D001943,Q96HF1
D002292,Q96HF1
D015179,Q96HF1
D015212,Q96HF1
D015179,Q6FHJ7
D003924,Q6FHJ7
D001943,Q5T4F7
D015179,Q5T4F7
D008175,P07988
D008175,Q5T0M2
D015179,Q9H9B4
D010003,Q13326
D015470,Q7Z3I4
D001145,Q5FBB7
D009765,Q9NRF2
D003922,Q96BA5
D008180,Q96BA5
D055728,Q96BA5
D013922,Q96BA5
D006528,Q9BWP4
D015470,Q9BWP4
D015179,Q6NVH2
D001321,Q9Y566
D002292,Q9Y566
D001321,Q24JS4
D001321,Q6P5A2
D012559,Q6P5A2
D000437,P04278
D002311,P04278
D003924,P04278
D011471,P04278
D006528,Q15465
D001943,P34896
D008228,P34896
D001327,Q9HAT2
D008175,Q24JR2
D002311,P57059
D006528,Q9H0K1
D011471,Q9H173
D001943,P81133
D001327,Q96EB6
D001943,Q96EB6
D003924,Q96EB6
D009765,Q96EB6
D012516,Q96EB6
D011471,Q96EB6
D009765,Q9NTG7
D009396,Q15475
D009396,Q8TBA2
D006528,Q96BD8
D006528,Q8IX90
D006528,Q13309
D001943,Q3KNW5
D003093,Q9HBK0
D003922,Q9HBK0
D015212,Q9HBK0
D007918,Q9HBK0
D009103,Q9HBK0
D012507,Q9HBK0
D011471,Q53ZR1
D053579,P55017
C562694,Q9H2X9
D001749,Q9Y666
D000744,Q13336
D008180,Q8N697
D010300,Q05940
D020734,Q05940
D001321,P41440
D015179,P41440
D001749,P41440
D001927,P43005
D004715,P43005
D012559,P43005
D003924,P43004
D013274,P43004
D001321,Q8N169
D004715,Q8WUM9
D006528,Q63ZE4
D015179,Q8IZD6
D001943,Q96BI1
D008175,Q96BI1
D009765,Q5T7Q5
D003924,Q9NQC0
D009765,Q9NQC0
D011471,Q9NQC0
D006528,Q6Q0C1
D011471,Q75MC7
D006528,Q86YZ4
D012559,Q8TE54
D012559,Q96RN1
D006816,Q99808
D003922,Q9BZD2
D001943,P11166
D006528,P11166
D002292,P11166
C563401,P11166
D003924,P11166
D010003,P11166
D001943,Q8TDC7
D010300,Q8TDB8
D001943,Q6PAU8
D006528,Q6PAU8
D003924,Q6PAU8
D005198,Q6PAU8
D000544,P14672
D003924,P14672
D001943,P22732
D010300,Q1RMY7
D020734,Q1RMY7
D000544,Q6NXT4
D004938,Q8NEW0
D003924,Q8IWU4
D006976,Q6P708
D011471,Q6P708
D005198,Q86VN6
C562999,Q86VN6
D010300,Q96QD8
D011471,Q6IAD8
D001943,Q13433
D008175,P08195
D001321,Q4PNE6
D004715,Q4PNE6
D011471,Q9UEY6
D002292,P53794
D001943,Q92911
D006528,Q92911
D005910,Q92911
D011471,Q92911
D012559,P30531
D000437,Q9Y610
D001289,Q9Y610
D010300,Q9Y610
D012559,Q9Y610
D000437,Q9NYN7
D020817,Q9NYN7
D001321,Q9NYN7
D006976,Q9NYN7
D009771,Q9NYN7
D012559,Q9NYN7
D001927,Q4VAM6
D001321,P48029
D011471,Q5JR49
D008175,Q2MCL6
D004715,Q9UHI5
D003555,P82251
D001321,Q8IVB4
D001943,Q7Z4M3
D015179,Q6NSD0
D008175,Q6NSD0
D015179,Q92959
D006528,Q4W5N0
D005879,Q96PX8
D009771,Q4QQH1
D015179,P84022
D010003,P84022
D015179,Q9BYG6
D013274,Q9BYG6
D003924,Q68DB7
D011471,Q86UA8
D018288,Q9HBD4
D011471,Q9H4L7
D008175,Q58EY4
D001749,Q6P2R1
D001749,Q8NDV3
D008175,Q7Z2X1
D003924,Q4W5P6
D046152,Q9NWM0
D052536,Q8TEY3
D052537,Q8TEY3
D004715,Q92484
D004938,Q05C86
D003924,P60880
D000437,Q4W5L2
D005776,Q4W5L2
D006527,Q4W5L2
D020961,Q4W5L2
D010300,Q4W5L2
D020734,Q4W5L2
D001943,Q6FHG5
D001321,Q7KZF4
D008175,Q7KZF4
D013274,Q9UIS4
D001321,P63162
D001321,Q9NY99
D006528,Q96L92
D001943,Q86XE0
D013274,Q6P5V6
D006528,Q6FI39
D001249,P00441
D006528,P00441
D003924,P00441
D005317,P00441
D005910,P00441
D017241,P00441
D009765,P00441
D010300,P00441
D012555,P00441
D001749,P00441
D011125,Q7Z7M7
D000326,Q7Z7M7
D000544,Q7Z7M7
D001327,Q7Z7M7
D001943,Q7Z7M7
D006528,Q7Z7M7
D002292,Q7Z7M7
D002311,Q7Z7M7
C538280,Q7Z7M7
D015179,Q7Z7M7
D003924,Q7Z7M7
D004938,Q7Z7M7
D006976,Q7Z7M7
D020961,Q7Z7M7
D017241,Q7Z7M7
D009101,Q7Z7M7
D009404,Q7Z7M7
D009765,Q7Z7M7
D010003,Q7Z7M7
D010024,Q7Z7M7
D010300,Q7Z7M7
D011471,Q7Z7M7
D012507,Q7Z7M7
D013274,Q7Z7M7
D001749,Q7Z7M7
D015179,Q2T9L5
D008175,P48431
D012516,P48431
D011471,P48431
D001749,P48431
D008175,P48436
D013274,P48436
D015179,Q15403
D015451,Q7Z2U4
D012559,Q32M51
D011471,Q6BEB4
D015179,Q6QE20
D015470,Q6QE20
D009101,Q6QE20
D004715,Q8N4S1
D001943,Q8TC71
D011471,Q8TC71
D011085,Q5VXG6
D006528,Q9HBM1
D011471,Q96T58
D010264,Q9UQ90
D003093,Q9BTG7
D015470,P17947
D011471,P00995
D011471,Q9NQ38
D011471,Q08629
D011471,Q9BUD6
D001943,Q3LGB0
D005910,Q3LGB0
D008175,Q3LGB0
D000544,Q7Z698
D013274,P35326
D001249,P35325
D006528,Q9H040
C562785,Q9C004
D015470,Q9C004
D002292,Q9H254
D011085,Q9H254
D013274,Q9BXG8
D010001,Q13501
D001943,Q71UK5
D015179,Q71UK5
D001749,Q71UK5
D004715,P18405
D011085,P18405
D011471,P18405
D000505,P31213
D004715,P31213
D011470,P31213
D011471,P31213
D006528,P36956
D009765,P36956
D001943,Q12772
D006528,Q12772
D013274,Q12772
D006528,P78539
D012559,Q07955
D011085,Q6IQ42
D011471,P81877
D011471,P43308
D004715,P61278
D004938,P61278
D006528,Q16384
D011471,Q9NZK4
D011471,Q8WVC1
D003924,P15907
D001321,Q4VAZ2
D006528,Q8WWQ8
D011471,Q8WWQ8
D001749,Q8N3U4
D011085,Q6QNJ9
D011471,Q9Y365
D011471,Q14849
D001943,Q92502
D015179,Q92502
D002178,Q9UK44
D006528,Q9UK44
D001327,Q9BXH2
D001943,Q9BXH2
D003093,Q9BXH2
D003922,Q9BXH2
D015470,Q9BXH2
D011471,Q9BXH2
D013274,Q9BXH2
D001749,Q9BXH2
D001249,Q53S87
D006528,Q53S87
D008180,Q53S87
D009103,Q53S87
D001943,Q8WWS9
D008175,Q8WWS9
D001321,P02808
D001943,Q6FHC9
D004715,Q6FHC9
D011471,Q687X5
D008175,Q13586
D015179,P31948
D008175,Q9NS52
C563236,Q9NS52
D001321,Q9UEW8
D001943,Q96CE4
D006528,Q96CE4
D005910,Q96CE4
D011471,Q96CE4
D008175,Q9Y6Q2
D015179,Q9Y3F4
D001289,Q16244
D009765,Q16244
D001321,Q75ME0
D011471,Q12846
D004831,P61764
D001943,Q08AL9
D001321,Q8NFX7
D009765,Q7Z503
D013274,Q6IAL5
D004715,Q3ZCW5
D009765,Q3ZCW5
C537243,Q9HAC7
D004715,Q6DKK3
D001943,P50225
D011471,P50225
D011471,Q53X91
D011471,Q06520
D000505,Q8IYB8
D011471,Q5T8U7
D005910,Q15022
D015470,Q569J5
D013274,Q96B47
D012559,Q86VA8
D001943,Q7RTM4
D015179,Q7RTM4
D002292,Q8WXH0
D001321,Q96PV0
D001943,Q5TA15
D012559,P08247
D009103,Q5QPU8
D005764,P20366
D020326,P20366
D009290,P20366
D012559,P20366
D006528,Q9Y6A5
D001749,Q9Y6A5
D000437,Q53TR1
D001289,Q53TR1
D000437,Q4VBL9
D004715,P09758
D012516,Q92804
D013274,Q92804
D001321,Q15572
D011471,Q8IZX4
D001943,Q96LR4
D004715,Q6FI52
D007627,Q6FI52
D006528,Q5ZEZ7
D002292,Q5ZEZ7
D006528,P37837
D010300,P37837
D001943,Q6NW12
D011471,Q8TD77
D009220,P26639
D006528,Q6P1N9
D009765,Q7Z6H2
D011471,Q9BYX2
D011471,Q9H2I4
D001321,Q16650
D011085,Q152R5
D009447,Q13207
D001249,Q9UL17
C565935,Q9UL17
D011471,Q9UDV3
D015470,Q86VL0
D011471,Q9BRU2
D015179,Q5VWI1
D006528,Q9Y242
C537243,Q9NQB0
D008180,P36402
D002311,Q6FHW4
D015179,Q6FHW4
D003924,Q6FHW4
C537243,Q6FHW4
D006528,Q9NR00
D001321,P20062
D015179,P20062
D011471,P20062
D011471,P17987
D001321,P48775
D015179,Q3Y452
D006528,Q7L2K0
D012559,Q96M29
D008175,Q99973
D001943,Q9UQ24
D006528,Q9UQ24
D005910,Q9UQ24
D015464,Q9UQ24
D015470,Q9UQ24
D008175,Q9UQ24
D008180,Q9UQ24
D009447,Q9UQ24
D011471,Q9UQ24
D001749,Q9UQ24
D002292,Q6N021
D015179,Q6N021
D011471,Q6N021
D000437,Q06AH7
D000544,Q06AH7
D001321,Q06AH7
D009404,Q06AH7
D009765,Q06AH7
D012148,Q06AH7
D000544,Q6LES8
D001943,P05549
D004374,Q92481
D013274,Q92754
D002292,P19532
D002446,P04155
D001943,P48307
D006528,P48307
D015179,P48307
D010003,P48307
D001943,P02786
D015179,P02786
D005910,P02786
D016481,P02786
D015451,P02786
D008175,P02786
D008228,P02786
D009765,P02786
D011085,P02786
D001749,P02786
D001327,Q9NYM1
D006111,Q9NYM1
D050031,Q9NYM1
D006528,Q9UQ91
D006976,Q9UQ91
D011471,Q9UQ91
D013274,Q9UQ91
D001249,Q86YU2
D001927,Q86YU2
D003966,Q86YU2
D006528,Q86YU2
D015179,Q86YU2
D003550,Q86YU2
D003924,Q86YU2
D006111,Q86YU2
D015212,Q86YU2
D008175,Q86YU2
D009404,Q86YU2
D010003,Q86YU2
D010024,Q86YU2
D011471,Q86YU2
D012507,Q86YU2
D001327,P61812
D006528,P61812
D004715,P61812
D015179,Q5T7S2
D004938,P37173
D046152,P37173
D008175,P37173
D011471,P37173
D001943,Q9BXQ0
D002292,Q9BXQ0
D002446,Q9BXQ0
D004938,Q9BXQ0
D010003,Q9BXQ0
D006528,Q08188
D001927,Q9UQ57
D006528,Q9UQ57
D000075222,Q9UQ57
D020961,Q9UQ57
D009447,Q9UQ57
D010300,Q9UQ57
D020734,Q9UQ57
D010673,Q9UQ57
D003924,Q6YHU6
D013274,P07204
D019851,P07204
D001943,P07996
D012559,P07996
D006528,Q5T1C6
D001943,Q5TEK2
D013922,Q5FBX8
D004715,Q6FH41
D006528,Q9HBB0
D011471,Q9P016
D006528,Q7Z2Z1
D006528,Q96H15
D001327,Q6FGX5
D003924,Q6FGX5
D006527,Q6FGX5
D014648,Q6FGX5
D001749,P16035
D001249,P35625
D013274,P35625
D011471,Q99727
D011471,P58753
D011471,Q2VPE5
D006528,P04183
D015179,P04183
D001943,Q6PRX3
D010024,Q9Y490
D007918,Q6FI64
D011471,Q9Y2C9
D006528,Q9NYK1
D006528,Q9NR96
D012555,Q9NR96
D005902,Q9UM00
D011085,Q9UIK5
D011471,Q9UIK5
D003924,Q96B42
D009765,Q96B42
D010300,Q5JWB9
D001943,Q86YD3
D008175,Q9NWC5
D013274,Q2HIZ8
D006528,Q9BUB7
D011085,Q6PII6
D011471,Q6PII6
D001321,Q9NVH6
D011471,P28289
D002311,P42167
D011471,Q96T73
D011471,Q0P5U7
D004715,Q9H8H3
D001249,P24821
D004715,P24821
D014648,P24821
D000544,Q5STB3
D001249,Q5STB3
D001943,Q5STB3
D006528,Q5STB3
D003093,Q5STB3
D015179,Q5STB3
D003922,Q5STB3
D003924,Q5STB3
D000075222,Q5STB3
D005910,Q5STB3
D006527,Q5STB3
D006932,Q5STB3
D006976,Q5STB3
D015212,Q5STB3
C535932,Q5STB3
D007896,Q5STB3
D008175,Q5STB3
D009447,Q5STB3
D009765,Q5STB3
D010300,Q5STB3
D012559,Q5STB3
D013274,Q5STB3
D014277,Q5STB3
D001749,Q5STB3
D001327,Q5VXR0
D008180,Q5VXR0
D009103,Q5VXR0
D015451,Q9Y6Q6
D010001,Q9Y6Q6
D009101,Q4ACX1
D002446,Q92956
D001327,Q6Y4Q7
D003550,Q6Y4Q7
D003924,Q6Y4Q7
D009103,Q6Y4Q7
D001321,Q8IVS6
D003924,Q8IVS6
D009182,Q8IVS6
D009765,Q8IVS6
D011471,Q9NZD9
D001327,P43489
D002311,P43489
D002311,Q6GMU3
D006111,Q6GMU3
D050031,Q6GMU3
D006689,Q6GMU3
D002311,Q07011
D002446,Q07011
D013274,Q07011
D001943,Q6JSD9
D006528,Q6JSD9
D002292,Q6JSD9
D015179,Q6JSD9
D005910,Q6JSD9
D015470,Q6JSD9
D009447,Q6JSD9
D011471,Q6JSD9
D015451,Q5T9Y4
D010024,Q5T9Y4
D015179,Q6FGR7
D002311,Q6FGS4
D007896,Q6FGS4
D008180,Q6FGS4
D002311,Q52M88
D006111,Q52M88
D050031,Q52M88
D006689,Q52M88
D017681,Q52M88
D007918,Q52M88
D015451,Q52M88
D015470,Q52M88
D009101,Q52M88
D002311,P41273
D013274,P41273
D001249,Q15025
D001943,Q15025
D008180,Q15025
D002311,Q6FGX2
D002311,Q8IZA2
C566171,Q8IZA2
D004831,Q8NDV7
D004715,P50616
D006528,Q96HA7
D011085,Q96HA7
D001943,P11388
D006528,P11388
D005910,P11388
D011085,P11388
D011471,P11388
D015451,Q05BV8
D001943,Q761V2
D006528,Q761V2
D002292,Q761V2
D018288,Q761V2
D015179,Q761V2
D004938,Q761V2
D005910,Q761V2
D015451,Q761V2
D008175,Q761V2
D012516,Q761V2
D011471,Q761V2
D012559,Q761V2
D013274,Q761V2
D001749,Q761V2
D009396,Q761V2
D001943,Q3YL84
D001943,Q05BL1
D015179,Q9H3D4
D008175,Q9H3D4
C538052,Q9H3D4
D001943,Q8WXG0
D008175,Q8WXG0
D018232,Q8WXG0
D011471,Q13641
D011471,P55327
D011471,Q16890
D006976,Q08EN2
D012559,Q08EN2
D001289,Q14CC5
D001321,Q14CC5
D000544,P60174
D010024,P60174
D004938,Q8TCG4
D007627,Q8TCG4
D013274,Q5VU62
D004938,P67936
D010024,P67936
D001327,Q6P534
D006111,Q6P534
D000544,Q96AP0
D011471,Q96AP0
D011471,Q5W0H4
D006528,Q96FC3
D004374,Q13077
D009103,Q13077
D011471,Q13077
D006528,Q9BWF2
D012559,Q9UPV9
D010003,Q9BV61
D013274,Q9BV61
D000544,Q5TCX1
D001943,Q05GC8
D001927,Q6IAN5
D008180,Q6IAN5
D001145,P20396
D004715,P20396
D015470,P20396
D009290,P20396
D010003,Q9C040
D015179,Q13263
D005910,Q0P6H7
D001943,Q96LD4
D013274,P0CI26
D006528,Q15645
D009396,Q15645
D001943,Q5JY02
D004938,Q5JY02
D006528,Q12815
D010300,Q5KTC1
D011471,Q8TD43
D015179,Q96QT4
D007154,Q96QT4
D020326,Q7Z2W7
D009765,Q52PU4
D001749,Q52PU4
D005910,Q9HBA0
D010003,Q9HBA0
D012559,Q8N563
D001321,Q96RT5
D001927,Q96RT5
D006528,Q96RT5
D002292,Q96RT5
