Drug,Protein
DB01186,P08913
DB01186,P18089
DB01186,P18825
DB01186,P28222
DB01186,P28335
DB01186,P35348
DB01186,P35368
DB01186,P25100
DB01188,P05023
DB01189,P14867
DB01189,P47869
DB01189,P34903
DB01189,P48169
DB01189,P31644
DB01189,Q16445
DB01189,P18505
DB01189,P47870
DB01189,P28472
DB01189,O14764
DB01189,P78334
DB01189,Q8N1C3
DB01189,P18507
DB01189,Q99928
DB01189,O00591
DB01189,Q9UN88
DB01189,P23415
DB01189,P42261
DB01189,Q09470
DB01189,P03886
DB01189,P98194
DB01189,O75185
DB01189,P20020
DB01189,Q01814
DB01189,Q16720
DB01189,P23634
DB01189,O14983
DB01189,P16615
DB01189,P30049
DB01191,P31645
DB01191,P28335
DB01192,P35372
DB01192,P41143
DB01193,P08588
DB01193,P07550
DB01194,P00918
DB01194,P00915
DB01194,P22748
DB01194,P35218
DB01194,P07451
DB01195,P35499
DB01195,Q14524
DB01195,Q12809
DB01195,Q92736
DB01196,Q92731
DB01196,P03372
DB01196,P11137
DB01196,P78559
DB01197,P12821
DB01197,P08253
DB01197,P14780
DB01197,P09960
DB01197,P46663
DB01198,P14867
DB01198,P47869
DB01198,P34903
DB01198,P31644
DB01198,P30536
DB01200,P14416
DB01200,P35462
DB01200,P28221
DB01200,P08913
DB01200,P08908
DB01200,P18825
DB01200,P18089
DB01200,P41595
DB01200,P21917
DB01200,P28223
DB01200,P28222
DB01200,P28335
DB01200,P21918
DB01200,P21728
DB01200,P35348
DB01200,P35368
DB01200,P25100
DB01200,P34969
DB01202,Q00975
DB01202,Q7L0J3
DB01203,P08588
DB01203,P07550
DB01204,P11388
DB01206,Q9H169
DB01210,P08588
DB01210,P07550
DB01211,P0A7J6
DB01211,Q12809
DB01211,Q9Y6L6
DB01211,Q9NPD5
DB01212,P0A3M6
DB01212,Q9NSA0
DB01212,Q4U2R8
DB01212,Q8TCC7
DB01212,P46059
DB01214,P08588
DB01214,P07550
DB01216,P31213
DB01216,P18405
DB01216,P51857
DB01217,P11511
DB01219,P21817
DB01220,P0A8V2
DB01220,O75469
DB01221,Q8TCU5
DB01221,P46098
DB01221,P36544
DB01221,P06276
DB01221,P29475
DB01221,P25103
DB01221,P14416
DB01221,P41143
DB01221,P23975
DB01221,P41145
DB01221,P35372
DB01221,P11229
DB01221,P08172
DB01221,P20309
DB01221,P08173
DB01221,P08912
DB01221,P28223
DB01221,P41595
DB01221,P28335
DB01221,P08908
DB01221,P28222
DB01221,P28221
DB01221,P28566
DB01221,P30939
DB01222,P04150
DB01222,P04083
DB01223,Q14432
DB01223,P30542
DB01223,P0DMS8
DB01223,Q92769
DB01224,P28223
DB01224,P14416
DB01224,P08908
DB01224,P28222
DB01224,P28221
DB01224,P28566
DB01224,P28335
DB01224,P46098
DB01224,P50406
DB01224,P34969
DB01224,P21728
DB01224,P21918
DB01224,P35462
DB01224,P21917
DB01224,P35367
DB01224,P35348
DB01224,P35368
DB01224,P25100
DB01224,P08913
DB01224,P18089
DB01224,P18825
DB01224,P11229
DB01224,P08172
DB01224,P20309
DB01224,P08173
DB01224,P08912
DB01225,P01008
DB01225,P00742
DB01225,P00734
DB01228,Q14524
DB01229,Q9H4B7
DB01229,P10415
DB01229,P27816
DB01229,P11137
DB01229,P10636
DB01229,O75469
DB01231,P08172
DB01231,P11229
DB01231,P20309
DB01232,Q72874
DB01233,Q13639
DB01233,P46098
DB01233,P11229
DB01233,P14416
DB01234,P04150
DB01234,P51843
DB01234,P04083
DB01234,P35228
DB01234,O75469
DB01235,P21728
DB01235,P21918
DB01235,P14416
DB01235,P35462
DB01235,P21917
DB01236,P14867
DB01236,P47869
DB01236,P34903
DB01236,P48169
DB01236,P31644
DB01236,Q16445
DB01236,P18505
DB01236,P47870
DB01236,P28472
DB01236,O14764
DB01236,P78334
DB01236,Q8N1C3
DB01236,P18507
DB01236,Q99928
DB01236,O00591
DB01236,Q9UN88
DB01236,P23415
DB01236,P42261
DB01236,P98194
DB01236,O75185
DB01236,P20020
DB01236,Q01814
DB01236,Q16720
DB01236,P23634
DB01236,O14983
DB01236,P16615
DB01236,P03886
DB01236,Q96ER9
DB01237,P35367
DB01238,P14416
DB01238,P28223
DB01238,P08908
DB01238,P35348
DB01238,P35368
DB01238,P35462
DB01238,P28221
DB01238,P34969
DB01238,P08913
DB01238,P18825
DB01238,P35367
DB01238,P28222
DB01238,P28335
DB01238,P46098
DB01238,P50406
DB01238,P21728
DB01238,P21917
DB01238,P18089
DB01238,P28566
DB01238,P21918
DB01238,P41595
DB01238,P47898
DB01238,P08588
DB01238,P07550
DB01238,P25021
DB01238,Q9Y5N1
DB01238,Q9H3N8
DB01238,P11229
DB01238,P08172
DB01238,P20309
DB01238,P08173
DB01238,P08912
DB01238,P41145
DB01238,P35372
DB01238,P41143
DB01238,Q05586
DB01238,Q12879
DB01238,Q13224
DB01238,Q14957
DB01238,O15399
DB01238,Q8TCU5
DB01238,O60391
DB01238,Q01959
DB01238,P31645
DB01239,P14416
DB01239,P21728
DB01239,P35462
DB01239,P28223
DB01239,P35367
DB01239,P08908
DB01239,P28222
DB01239,P28221
DB01239,P28566
DB01239,P30939
DB01239,P28223
DB01239,P41595
DB01239,P28335
DB01239,P46098
DB01239,O95264
DB01239,Q8WXA8
DB01239,Q70Z44
DB01239,A5X5Y0
DB01239,Q13639
DB01239,P50406
DB01239,P34969
DB01239,P11229
DB01239,P08172
DB01239,P20309
DB01239,P08173
DB01239,P08912
DB01240,Q16647
DB01240,Q9H244
DB01240,P43119
DB01241,Q07869
DB01241,Q9Y6L6
DB01241,Q8TCC7
DB01241,O94956
DB01241,Q9NPD5
DB01242,P31645
DB01242,P28223
DB01242,P41595
DB01242,P28335
DB01242,P23975
DB01242,P09211
DB01244,O00555
DB01244,O95180
DB01244,Q9NY47
DB01244,P05023
DB01244,P51787
DB01244,P63316
DB01244,P0DP23
DB01244,Q01064
DB01244,P54750
DB01244,Q12809
DB01246,P35367
DB01247,P21397
DB01247,P27338
DB01248,Q9H4B7
DB01248,P11137
DB01248,P27816
DB01248,P10636
DB01248,P10415
DB01248,O75469
DB01250,P23219
DB01250,P35354
DB01250,P51580
DB01250,P01579
DB01250,P47989
DB01254,P00519
DB01254,P12931
DB01254,P29317
DB01254,P06239
DB01254,P07947
DB01254,P10721
DB01254,P09619
DB01254,P51692
DB01254,P42684
DB01254,P06241
DB01254,Q06187
DB01254,Q92570
DB01254,P11274
DB01254,P41240
DB01254,P54756
DB01254,P54760
DB01254,P09769
DB01254,P42685
DB01254,P11142
DB01254,P07948
DB01254,Q9NYL2
DB01254,Q16539
DB01254,Q06203
DB01255,Q96RJ0
DB01259,P00533
DB01259,P04626
DB01260,P04150
DB01261,P27487
DB01262,P26358
DB01262,Q9Y6K1
DB01262,Q9UBC3
DB01262,Q13547
DB01262,Q969S8
DB01262,Q96DB2
DB01262,Q92769
DB01262,O15379
DB01262,P56524
DB01262,Q9UQL6
DB01262,Q9UBN7
DB01262,Q8WUI4
DB01262,Q9BY41
DB01262,Q9UKV0
DB01267,P28223
DB01267,P14416
DB01267,P21917
DB01267,P35462
DB01267,P28335
DB01267,P35367
DB01267,P35348
DB01267,P35368
DB01267,P28221
DB01267,P08913
DB01267,P18089
DB01267,P18825
DB01267,P08908
DB01267,P21728
DB01267,P34969
DB01268,P09619
DB01268,P17948
DB01268,P10721
DB01268,P35968
DB01268,P35916
DB01268,P36888
DB01268,P07333
DB01268,P16234
DB01268,P08581
DB01273,P43681
DB01273,P36544
DB01273,P32297
DB01273,Q15825
DB01273,P17787
DB01274,P07550
DB01275,Q16853
DB01275,Q16665
DB01275,P13674
DB01276,P43220
DB01283,P35354
DB01283,P23219
DB01285,Q01718
DB01285,P06850
DB01288,P07550
DB01288,P08588
DB01288,P13945
DB01291,P07550
DB01291,P08588
DB01296,P01579
DB01296,Q04206
DB01297,P08588
DB01306,P06213
DB01306,P08069
DB01320,Q14524
DB01324,P55017
DB01327,P02918
DB01327,P02919
DB01327,P76577
DB01327,P0AD65
DB01327,P0AD68
DB01327,P27169
DB01327,P40933
DB01327,P60568
DB01340,P12821
DB01351,P14867
DB01351,P47869
DB01351,P34903
DB01351,P48169
DB01351,P31644
DB01351,Q16445
DB01351,P43681
DB01351,P36544
DB01351,P42262
DB01351,Q13002
DB01356,P49841
DB01356,P29218
DB01356,O14732
DB01356,P42263
DB01359,P08588
DB01359,P07550
DB01359,P08908
DB01359,P28222
DB01364,P35348
DB01364,P08588
DB01364,P07550
DB01364,P23975
DB01366,P07550
DB01367,P27338
DB01367,P10415
DB01373,Q13936
DB01373,P98194
DB01373,P02585
DB01373,P63316
DB01373,Q01082
DB01373,P04271
DB01373,P20810
DB01373,P49747
DB01373,P0DP23
DB01373,P19801
DB01373,Q99584
DB01373,P05187
DB01373,P05109
DB01373,P06702
DB01373,P29034
DB01373,P00450
DB01373,P12644
DB01373,P08493
DB01373,Q8TAB3
DB01373,O75340
DB01388,O43497
DB01388,O95180
DB01388,Q13936
DB01388,Q01668
DB01388,O60840
DB01388,Q9P0X4
DB01388,Q13698
DB01388,Q02641
DB01388,Q08289
DB01388,P54284
DB01388,O00305
DB01392,P08913
DB01392,P18089
DB01392,P18825
DB01392,P08908
DB01392,P28222
DB01392,P28221
DB01392,P14416
DB01392,P35462
DB01392,P28223
DB01392,P28335
DB01392,P48048
DB01392,P78508
DB01392,Q14654
DB01392,Q14500
DB01392,Q9UNX9
DB01392,Q99712
DB01392,Q15842
DB01392,P41595
DB01393,Q03181
DB01393,P37231
DB01393,Q07869
DB01393,O75469
DB01393,P19793
DB01393,P28702
DB01393,P48443
DB01394,P07437
DB01395,P08235
DB01395,P10275
DB01395,P06401
DB01395,P04150
DB01399,P35354
DB01399,P23219
DB01400,P22303
DB01403,P14416
DB01403,P21728
DB01403,P21918
DB01403,P35462
DB01403,P21917
DB01403,P28223
DB01403,P28335
DB01403,P35367
DB01403,P11229
DB01403,P08172
DB01403,P20309
DB01403,P08173
DB01403,P08912
DB01403,P35348
DB01403,P35368
DB01403,P25100
DB01403,P08913
DB01403,P18089
DB01403,P18825
DB01406,P03372
DB01406,P10275
DB01406,P06401
DB01406,P30968
DB01406,Q96P88
DB01406,P13500
DB01408,P07550
DB01408,P06276
DB01409,P20309
DB01409,P11229
DB01409,P08172
DB01409,P08173
DB01409,P08912
DB01410,P04150
DB01411,Q9Y271
DB01411,P01375
DB01411,P05113
DB01411,P12724
DB01411,P19838
DB01411,Q02817
DB01411,Q00653
DB01411,P19838
DB01418,Q9BQB6
DB01419,P23219
DB01419,P35354
DB01420,P10275
DB01421,Q5SHN7
DB01421,P08865
DB01421,Q96L21
DB01422,P50579
DB01425,P14416
DB01426,Q14524
DB01427,P27815
DB01427,Q07343
DB01427,Q08493
DB01427,Q08499
DB01427,Q14432
DB01427,Q13370
DB01427,P01375
DB01429,Q14524
DB01429,P0DP23
DB01433,P35372
DB01436,P11473
DB01436,O15528
DB01436,P19793
DB01440,Q9HAB3
DB01440,P18505
DB01544,P14867
DB01544,P47869
DB01544,P34903
DB01544,P48169
DB01544,P31644
DB01544,Q16445
DB01544,P18505
DB01544,P47870
DB01544,P28472
DB01544,O14764
DB01544,P78334
DB01544,Q8N1C3
DB01544,P18507
DB01544,Q99928
DB01544,O00591
DB01544,Q9UN88
DB01544,P14867
DB01544,P47869
DB01544,P34903
DB01544,P31644
DB01544,Q8N1C3
DB01544,P18507
DB01544,Q99928
DB01545,P14867
DB01545,P47869
DB01545,P34903
DB01545,P48169
DB01545,P31644
DB01545,Q16445
DB01545,P18505
DB01545,P47870
DB01545,P28472
DB01545,O14764
DB01545,P78334
DB01545,Q8N1C3
DB01545,P18507
DB01545,Q99928
DB01545,O00591
DB01545,Q9UN88
DB01545,P14867
DB01545,P47869
DB01545,P34903
DB01545,P31644
DB01545,Q8N1C3
DB01545,P18507
DB01545,Q99928
DB01558,P14867
DB01558,P47869
DB01558,P34903
DB01558,P48169
DB01558,P31644
DB01558,Q16445
DB01558,P18505
DB01558,P47870
DB01558,P28472
DB01558,O14764
DB01558,P78334
DB01558,Q8N1C3
DB01558,P18507
DB01558,Q99928
DB01558,O00591
DB01558,Q9UN88
DB01558,P14867
DB01558,P47869
DB01558,P34903
DB01558,P31644
DB01558,Q8N1C3
DB01558,P18507
DB01558,Q99928
DB01576,Q05940
DB01576,P23975
DB01576,Q01959
DB01576,Q96RJ0
DB01576,P35368
DB01576,P35348
DB01576,P35368
DB01576,P25100
DB01576,P08913
DB01576,P18089
DB01576,P18825
DB01577,Q01959
DB01577,P31645
DB01577,P23975
DB01577,Q05940
DB01577,P54219
DB01577,Q96RJ0
DB01577,P08913
DB01577,P18089
DB01577,P18825
DB01577,P21397
DB01577,P27338
DB01579,P35348
DB01579,P23975
DB01579,P35368
DB01580,P08588
DB01580,P13945
DB01580,P07550
DB01586,P52895
DB01586,Q96RI1
DB01590,P42345
DB01592,P02786
DB01592,Q9GZT9
DB01592,Q9BY41
DB01592,Q9NZD4
DB01592,P69905
DB01592,Q16595
DB01592,P02794
DB01592,P39748
DB01592,Q96FI4
DB01592,Q969S2
DB01592,P06746
DB01592,P00450
DB01592,P02787
DB01593,P46663
DB01593,P16455
DB01593,P04075
DB01593,P68104
DB01593,P06733
DB01593,O14556
DB01593,P15531
DB01593,P07237
DB01593,P30101
DB01593,Q06830
DB01593,P78330
DB01593,P60174
DB01593,P49411
DB01593,P03372
DB01593,P08700
DB01593,P02795
DB01593,O14618
DB01593,Q13547
DB01593,P56524
DB01593,P29372
DB01593,P04279
DB01593,P00441
DB01593,Q9BY41
DB01593,O15304
DB01593,P23415
DB01593,Q00987
DB01593,P01308
DB01593,P46939
DB01593,P45381
DB01593,P05109
DB01593,P06702
DB01593,P14780
DB01593,O15350
DB01593,P29034
DB01593,P04637
DB01593,P25713
DB01593,O75340
DB01593,Q8N907
DB01593,P04731
DB01593,P04217
DB01593,P01023
DB01593,P01019
DB01593,P02765
DB01593,P02743
DB01593,P02647
DB01593,P02652
DB01593,P06727
DB01593,Q0VD83
DB01593,P02649
DB01593,O14791
DB01593,P02746
DB01593,P02747
DB01593,P00736
DB01593,P09871
DB01593,P01024
DB01593,P0C0L5
DB01593,P04003
DB01593,P20851
DB01593,P01031
DB01593,P46736
DB01593,P07357
DB01593,P07358
DB01593,P07360
DB01593,P00751
DB01593,P08603
DB01593,P05156
DB01593,P10909
DB01593,P00450
DB01593,P15169
DB01593,P22792
DB01593,P81605
DB01593,P15924
DB01593,P00748
DB01593,P05160
DB01593,P00734
DB01593,O75636
DB01593,P02671
DB01593,P02751
DB01593,P06396
DB01593,P69905
DB01593,P68871
DB01593,P00739
DB01593,Q86YZ3
DB01593,P35858
DB01593,P01876
DB01593,P01871
DB01593,P01599
DB01593,P01619
DB01593,P80748
DB01593,P19827
DB01593,P19823
DB01593,Q06033
DB01593,Q14624
DB01593,P01591
DB01593,P14923
DB01593,P03952
DB01593,P01042
DB01593,P04264
DB01593,P13645
DB01593,P02533
DB01593,P08779
DB01593,P35908
DB01593,P13647
DB01593,P02538
DB01593,P35527
DB01593,P19652
DB01593,Q96PD5
DB01593,P27169
DB01593,P20742
DB01593,P31151
DB01593,P49908
DB01593,P01009
DB01593,P01011
DB01593,P29622
DB01593,P08185
DB01593,P05546
DB01593,P04278
DB01593,P02787
DB01593,P02766
DB01593,P04004
DB01593,P51693
DB01593,Q06481
DB01593,P05067
DB01593,P09874
DB01599,O95477
DB01599,P23141
DB01601,Q72874
DB01608,P21728
DB01608,P08913
DB01608,P35368
DB01608,P10275
DB01611,Q9NYK1
DB01611,Q9NR96
DB01611,Q9BYF1
DB01618,P14416
DB01618,P08908
DB01618,P28223
DB01618,P11229
DB01620,Q9H3N8
DB01620,P35367
DB01620,Q14994
DB01623,P14416
DB01623,P21728
DB01623,P28223
DB01626,P27338
DB01626,P21397
DB01628,P35354
DB01645,Q15788
DB01645,P03372
DB01645,Q15596
DB01645,O95718
DB01645,P11474
DB01645,O75469
DB01645,P31749
DB01645,Q99527
DB01645,Q16678
DB01645,P04278
DB01645,Q92731
DB01645,P11388
DB01645,Q14289
DB01645,P13569
DB01656,P27815
DB01656,Q07343
DB01656,Q08493
DB01656,Q08499
DB01677,P80040
DB01677,P83223
DB01677,P23368
DB01677,P16930
DB01677,P0C278
DB01698,P16152
DB01698,P42330
DB01708,P03372
DB01708,Q92731
DB01708,P14867
DB01708,P47869
DB01708,P34903
DB01708,P48169
DB01708,P31644
DB01708,Q16445
DB01708,P18505
DB01708,P47870
DB01708,P28472
DB01708,O14764
DB01708,P78334
DB01708,Q8N1C3
DB01708,P18507
DB01708,Q99928
DB01708,O00591
DB01708,Q9UN88
DB01708,Q05586
DB01708,Q12879
DB01708,Q13224
DB01708,Q14957
DB01708,O15399
DB01708,Q8TCU5
DB01708,O60391
DB01708,P10275
DB01708,Q07869
DB01708,Q99720
DB01708,O75469
DB01708,Q14994
DB01726,Q05603
DB01783,P0A6I3
DB01852,Q6NUS8
DB01880,Q3IWB0
DB01880,P14174
DB01880,P16113
DB01933,O15530
DB01954,Q08499
DB01954,Q07343
DB01954,P27815
DB01954,Q07343
DB01954,Q08493
DB01954,Q08499
DB01956,Q13224
DB01956,P23416
DB01956,O75311
DB01956,P14867
DB01956,P47869
DB01956,P34903
DB01956,P48169
DB01956,P31644
DB01956,Q16445
DB01956,P18505
DB01956,P47870
DB01956,P28472
DB01956,O14764
DB01956,P78334
DB01956,Q8N1C3
DB01956,P18507
DB01956,Q99928
DB01956,O00591
DB01956,Q9UN88
DB01956,Q9UBS5
DB01956,P23415
DB01956,P37610
DB01956,P54965
DB02115,P05091
DB02266,P35354
DB02266,P23219
DB02266,P42330
DB02266,P10275
DB02266,Q07869
DB02266,P37231
DB02285,P02792
DB02300,P11473
DB02329,P19992
DB02329,P28845
DB02342,P21964
DB02342,P04798
DB02342,Q16678
DB02342,P11511
DB02342,Q16665
DB02375,P23458
DB02375,P48736
DB02509,Q96RI1
DB02509,P27338
DB02527,Q9UL51
DB02527,P10644
DB02527,P31323
DB02527,P0ACJ8
DB02527,P94182
DB02527,Q98GN8
DB02546,Q13547
DB02546,Q92769
DB02546,O15379
DB02546,Q9UBN7
DB02546,Q9BY41
DB02546,O67135
DB02546,Q13547
DB02546,Q969S8
DB02546,Q96DB2
DB02546,Q92769
DB02546,O15379
DB02546,P56524
DB02546,Q9UQL6
DB02546,Q9UBN7
DB02546,Q8WUI4
DB02546,Q9BY41
DB02546,Q9UKV0
DB02587,Q08462
DB02587,P63092
DB02587,O95622
DB02587,P13569
DB02587,Q08828
DB02587,Q96PN6
DB02587,Q08462
DB02587,O60266
DB02587,Q8NFM4
DB02587,O95622
DB02587,O43306
DB02587,P51828
DB02587,P40145
DB02587,O60503
DB02587,Q12791
DB02587,Q16558
DB02587,Q9Y691
DB02587,Q9NPA1
DB02587,Q86W47
DB02587,O15554
DB02587,Q92952
DB02587,Q9H2S1
DB02587,Q9UGI6
DB02587,Q92793
DB02587,P28482
DB02587,Q8TD08
DB02587,P27361
DB02587,P31152
DB02587,Q16659
DB02587,Q13164
DB02587,Q02817
DB02587,P05121
DB02640,P50579
DB02656,P48736
DB02656,P11309
DB02679,P43235
DB02679,P00918
DB02701,Q10588
DB02701,P11439
DB02701,Q9NXA8
DB02701,P00338
DB02701,P09874
DB02709,P16083
DB02709,P68400
DB02709,P23219
DB02709,P35354
DB02709,P16050
DB02709,P09917
DB02709,P35869
DB02709,Q8TCG2
DB02709,P08648
DB02709,P05106
DB02709,P05067
DB02709,P37840
DB02709,Q96EB6
DB02709,P03372
DB02709,P48039
DB02709,P49286
DB02709,Q86T13
DB02709,O75469
DB02709,Q14994
DB02709,P11166
DB02709,P16152
DB02709,Q07869
DB02709,P37231
DB02709,P31749
DB02709,Q92945
DB02709,P54577
DB02745,P62312
DB02745,P0A927
DB03010,Q13748
DB03010,P07437
DB03010,Q9H4B7
DB03010,P68371
DB03010,P04350
DB03010,P68366
DB03010,Q13509
DB03010,Q9BQE3
DB03010,Q9NY65
DB03010,P68363
DB03010,Q71U36
DB03052,P24557
DB03057,P0AD63
DB03066,Q53464
DB03068,P0ABF6
DB03128,P11229
DB03128,P08172
DB03128,P20309
DB03128,P08173
DB03128,P36544
DB03419,Q12882
DB03419,Q9NWZ5
DB03419,P10186
DB03419,Q8X444
DB03419,P0AA43
DB03419,Q5SKC5
DB03419,P77836
DB03459,P0A789
DB03459,P27708
DB03467,Q9AIU0
DB03467,P03372
DB03467,Q04828
DB03467,Q16678
DB03467,Q9P2N6
DB03467,P04278
DB03467,P11511
DB03467,Q92731
DB03496,P11216
DB03496,P11217
DB03496,P50613
DB03496,Q00535
DB03496,P50750
DB03496,P06493
DB03496,Q00534
DB03496,P00533
DB03496,P11802
DB03496,P49336
DB03496,P24941
DB03568,Q53464
DB03568,P06276
DB03568,P96965
DB03585,Q9NZK7
DB03793,P46059
DB03793,Q9L9D7
DB03793,P14920
DB03793,O67987
DB03793,P96965
DB03793,O31168
DB03793,Q01234
DB03793,Q5PXQ6
DB03793,Q52546
DB03811,P06988
DB03811,P60906
DB03849,Q08499
DB03849,Q07343
DB04017,P21397
DB04066,Q14914
DB04066,Q3IWB0
DB04066,P16113
DB04066,Q9X2W8
DB04104,P05100
DB04106,Q16881
DB04115,O15392
DB04115,P0A0N5
DB04216,P48736
DB04216,Q6NUS8
DB04216,P25705
DB04216,P06576
DB04216,P36542
DB04216,P11309
DB04216,Q9AIU0
DB04216,Q6NVY1
DB04216,Q5G940
DB04216,O94768
DB04216,P03372
DB04216,Q92731
DB04216,P16083
DB04216,P35869
DB04216,Q16678
DB04216,P60709
DB04216,P68400
DB04216,P67870
DB04216,O00303
DB04216,P07900
DB04216,P54652
DB04216,Q9Y230
DB04216,Q15393
DB04216,P22314
DB04216,P04278
DB04216,P16152
DB04216,P17676
DB04216,O75469
DB04216,P08631
DB04224,Q07869
DB04224,Q03181
DB04224,P19793
DB04224,P37231
DB04224,P02689
DB04253,P16083
DB04253,P38489
DB04258,P11473
DB04365,P20309
DB04365,P11229
DB04398,P09546
DB04398,Q9RW27
DB04485,P9WKE1
DB04485,P12758
DB04485,P24425
DB04485,O00142
DB04485,P0A927
DB04485,Q9HU22
DB04485,P04183
DB04513,P0DP23
DB04513,P63316
DB04513,P19429
DB04557,Q07869
DB04557,Q96RI1
DB04557,P19793
DB04557,P23219
DB04557,P29498
DB04573,P03372
DB04573,Q92731
DB04573,P04278
DB04599,P42262
DB04599,P42263
DB04599,P28223
DB04599,P14416
DB04665,P11509
DB04690,P11387
DB04703,Q96GD4
DB04725,P09917
DB04725,P35354
DB04725,Q9NZK7
DB04741,P31930
DB04743,P35354
DB04743,Q9NZK7
DB04743,P02788
DB04786,P41231
DB04786,Q9NXA8
DB04786,P23945
DB04786,P21817
DB04786,P00734
DB04786,P14555
DB04786,P68638
DB04789,P48728
DB04832,P27338
DB04832,P21397
DB04832,P31645
DB04839,P10275
DB04839,P07288
DB04841,O43497
DB04841,O95180
DB04841,Q9P0X4
DB04841,P0DP23
DB04841,P35367
DB04842,P14416
DB04842,P28223
DB04842,Q06432
DB04844,Q05940
DB04844,P14416
DB04845,Q13509
DB04846,P08588
DB04846,P07550
DB04846,P13945
DB04846,P08913
DB04846,P18089
DB04846,P18825
DB04855,P35348
DB04855,P35368
DB04855,P25100
DB04855,P08913
DB04855,P18089
DB04855,P18825
DB04855,Q12809
DB04855,Q13936
DB04855,Q01668
DB04855,O60840
DB04855,Q13698
DB04855,Q02641
DB04855,Q08289
DB04855,P54284
DB04855,O00305
DB04855,O95069
DB04855,Q14524
DB04855,P48549
DB04855,P51787
DB04855,Q14500
DB04855,Q9UNX9
DB04855,P63252
DB04855,P48050
DB04855,P32418
DB04855,Q9UK17
DB04855,P08588
DB04855,P10827
DB04861,P08588
DB04861,P07550
DB04861,P13945
DB04864,P22303
DB04865,P20276
DB04865,P39023
DB04868,P00519
DB04868,P10721
DB04871,P28335
DB04876,P27487
DB04879,P17948
DB04879,P35968
DB04879,P35916
DB04880,Q14432
DB04888,P14416
DB04888,P08908
DB04896,P31645
DB04896,P23975
DB04896,Q05586
DB04896,Q12879
DB04896,Q13224
DB04896,Q14957
DB04896,O15399
DB04896,Q8TCU5
DB04896,O60391
DB04898,P00734
DB04905,P08183
DB04905,P35367
DB04926,Q8TCU5
DB04942,P10276
DB04942,P10826
DB04957,P15382
DB04957,P51787
DB04957,Q12809
DB04960,P49356
DB04972,P09211
DB04982,P42261
DB04982,P42262
DB04982,P42263
DB04982,P48058
DB05003,P31350
DB05003,P23921
DB05088,P05067
DB05099,P02671
DB05134,P07900
DB05134,P08238
DB05220,O14965
DB05229,P43119
DB05258,P17181
DB05260,P31350
DB05260,P21281
DB05271,P35462
DB05271,P21917
DB05271,P14416
DB05271,P21918
DB05271,P21728
DB05271,P08908
DB05271,P18089
DB05294,P15692
DB05294,P00533
DB05294,Q13882
DB05294,Q02763
DB05294,P07949
DB05295,P11473
DB05305,P35225
DB05311,P03952
DB05316,P28223
DB05316,P28335
DB05316,Q99720
DB05367,P25101
DB05381,P35367
DB05381,P25021
DB05381,Q9Y5N1
DB05381,Q9H3N8
DB05381,Q05940
DB05383,P35228
DB05383,P15121
DB05383,P35625
DB05383,P19801
DB05407,P05305
DB05420,P23921
DB05424,P00533
DB05434,P09038
DB05434,P14210
DB05434,P15692
DB05434,P10145
DB05458,P43681
DB05458,P17787
DB05482,P11387
DB05518,P09467
DB05524,P00533
DB05552,O00329
DB05552,P48736
DB05630,P11387
DB05687,P14416
DB05687,P28223
DB05767,P01375
DB05767,P01584
DB05767,P05231
DB05767,Q00653
DB05767,P19838
DB05812,P05093
DB05829,P49190
DB05829,Q03431
DB05983,P25963
DB05990,Q96RI1
DB06144,P14416
DB06144,P28223
DB06144,P28335
DB06144,P50406
DB06144,Q12809
DB06144,P35348
DB06144,P35368
DB06144,P25100
DB06151,P48637
DB06151,Q9UPY5
DB06151,Q03154
DB06151,O14920
DB06151,O15111
DB06151,Q13224
DB06151,Q05586
DB06151,Q12879
DB06151,O15399
DB06151,Q8TCU5
DB06155,P21554
DB06155,Q9Y2T6
DB06159,P11387
DB06174,Q99720
DB06184,P98170
DB06195,P06493
DB06195,P24941
DB06195,P27361
DB06195,P28482
DB06195,P50613
DB06195,P50750
DB06195,P49674
DB06196,P30411
DB06196,P15144
DB06199,P25101
DB06201,Q15858
DB06201,P41594
DB06202,P03372
DB06202,Q92731
DB06202,P34972
DB06209,Q9H244
DB06216,P28223
DB06216,P14416
DB06216,P08908
DB06216,P28222
DB06216,P41595
DB06216,P28335
DB06216,P47898
DB06216,P50406
DB06216,P34969
DB06216,P35462
DB06216,P21917
DB06216,P21728
DB06216,P35348
DB06216,P08913
DB06216,P18089
DB06216,P18825
DB06216,P35367
DB06216,P25021
DB06216,P08588
DB06216,P07550
DB06230,P41145
DB06230,P41143
DB06230,P35372
DB06245,Q03405
DB06245,P02671
DB06245,P06870
DB06245,O15230
DB06245,P00742
DB06245,P02751
DB06245,P05120
DB06245,P05452
DB06245,P05787
DB06245,P07355
DB06245,P07942
DB06245,P11047
DB06245,P25391
DB06245,P27797
DB06245,P27824
DB06245,Q07954
DB06245,Q16787
DB06246,P09211
DB06246,P15121
DB06246,O60218
DB06246,Q08499
DB06246,Q08493
DB06246,O76074
DB06246,O00408
DB06247,P42261
DB06249,P03372
DB06249,Q92731
DB06268,P25101
DB06268,P24530
DB06282,P35367
DB06285,Q03431
DB06287,P42345
DB06288,P34969
DB06288,P28223
DB06288,P14416
DB06288,P35462
DB06288,P35372
DB06288,P41143
DB06288,P41145
DB06292,P31639
DB06333,P18031
DB06333,Q01959
DB06333,P23975
DB06335,P27487
DB06403,P25101
