Disease,Protein
D008545,Q99988
D009059,Q99988
D009362,Q99988
D011471,Q99988
D006976,Q9UK05
D004487,Q9NR23
D001172,Q2NKW7
D010003,Q2NKW7
D019970,P39905
D004409,P39905
D004806,P39905
D005909,P39905
D006816,P39905
D009461,P39905
D010300,P39905
D020734,P39905
D010673,P39905
D013226,P39905
D000690,P14136
D004827,P14136
D010300,P14136
D014277,P14136
D058186,P55789
D015470,Q99684
D003324,Q9NXC2
D009765,Q06210
D001778,P38435
D003324,P38435
D001172,Q92820
D015179,Q92820
D001749,Q92820
D000437,Q6NZY2
D002277,Q6NZY2
D009203,Q6NZY2
D011471,Q6NZY2
D000172,Q6IYF1
D006130,Q6IYF1
D009765,Q6IYF1
D001321,Q9NRZ8
D011471,Q9NRZ8
D011654,P01286
D002100,Q9UBU3
D019970,Q9UBU3
D003093,Q9UBU3
D003866,Q9UBU3
D004938,Q9UBU3
D006333,Q9UBU3
D009765,Q9UBU3
D012640,Q9UBU3
D013276,Q9UBU3
D001172,Q9NXP7
D000855,P09681
D002289,Q4VBP1
D001289,Q9BSI3
D001145,P17302
D001321,P17302
D001943,P17302
D006973,P17302
D008175,P17302
D011471,P17302
D006973,Q5JW71
D001281,P36382
D006973,P36382
D002292,P08034
D008113,P08034
D008175,P08034
D009362,P08034
D002481,P29033
D007634,P29033
D011565,P29033
D006973,Q5H9P2
D013274,Q53YU7
D015473,P08151
D001749,P08151
D002280,Q6RSW2
D015473,Q6RSW2
D013274,P10071
D007674,Q9BZE0
D003924,Q1PHK4
D015812,Q1PHK4
D001008,Q04760
D001321,Q04760
D003866,Q04760
D008545,Q04760
D003924,P43220
D006973,P43220
D009369,P43220
D000022,Q53TX0
D010003,Q53TX0
D006501,P15104
D009765,P15104
D002277,Q8IVK1
D013274,Q86SZ5
D008545,P29992
D003093,Q03113
D013375,P63096
D001919,Q99061
D001943,Q99061
D002277,Q99061
D004827,Q8N6I9
D013375,Q8N6I9
D001778,P50148
D008545,P50148
D000172,Q5JWE9
D006973,Q5JWE9
D008607,Q5JWE9
D009447,Q5JWE9
D009765,Q5JWE9
D011629,Q5JWE9
D012120,Q5JWE9
D013375,Q5JWE9
D001008,P62873
D003866,P62873
D054198,P62873
D003324,P16520
D003924,P16520
D006973,P16520
D009765,P16520
D012640,P16520
D001281,Q9HAV0
D015179,Q9HAV0
D015179,Q96F32
D011471,P63218
D008113,Q14749
D011471,Q14749
D009765,Q8TDQ7
D001919,P01148
D006261,P01148
D006966,P01148
D006973,P01148
D007006,P01148
D007248,P01148
D011629,P01148
D012128,P01148
D014839,P01148
D011471,Q86W71
D012871,Q86W71
D001281,Q9HD26
D008545,Q9HD26
D006973,P07359
D013927,P07359
D001171,P13224
D013921,P13224
D003924,Q8N1A3
D013921,P14770
D008545,Q8N1G6
D003248,Q8TDU6
D003424,Q8TDU6
D008654,Q8IYG2
D009404,P78333
D009362,Q9NPB8
D003924,Q53T76
D001943,Q99527
D008113,Q99527
D008545,Q96T91
D000437,Q9NQX3
D019970,Q9NQX3
D015473,Q9NQX3
D001943,P06744
D058186,Q96F58
D001943,Q96F58
D021441,Q96F58
D015179,Q96F58
D002289,Q8IZ08
D010051,Q8NGU9
D012559,Q6NV75
D001321,Q49AJ5
D006937,Q13304
D009765,Q13304
D015228,Q9Y2T6
D009369,Q9Y2T6
D001172,Q8NFJ5
D019970,Q86YR5
D001321,Q7L4Q3
D002545,Q7L4Q3
D001943,Q7L4Q3
D002294,Q7L4Q3
D002311,Q7L4Q3
D003924,Q7L4Q3
D004827,Q7L4Q3
D006258,Q7L4Q3
D006973,Q7L4Q3
D008175,Q7L4Q3
D009765,Q7L4Q3
D010300,Q7L4Q3
D001749,Q7L4Q3
D001943,P18283
D008113,P18283
D009362,P18283
D004715,Q6NXQ3
D008113,Q6NXQ3
D008175,Q6NXQ3
D009369,Q6NXQ3
D009765,Q6NXQ3
D011471,Q6NXQ3
D001943,Q6PJX4
D015179,Q6PJX4
D006333,Q6PJX4
D007248,Q6PJX4
D003924,Q53QQ0
D001943,Q14451
D002292,Q14451
D008175,Q14451
D011471,Q14451
D004715,Q6IPM5
D011471,Q6IPM5
D011471,Q5M7Z5
D001321,P42261
D019970,P42261
D007022,P42261
D013375,P42261
D019970,P42262
D013226,P42262
D013375,P42262
D019966,Q1WWK6
D015179,Q9ULK0
D012640,Q9UNN1
D001321,Q9BZ15
D001714,Q9BZ15
D001943,Q9BZ15
D002289,Q9BZ15
D003110,Q9BZ15
D004938,Q9BZ15
D005909,Q9BZ15
D008113,Q9BZ15
D010051,Q9BZ15
D012559,Q9BZ15
D019966,Q9BZ15
D012559,Q16478
D019970,Q5VSF9
D010146,Q5VSF9
D011618,Q5VSF9
D014277,Q5VSF9
D001321,Q547U9
D001714,Q547U9
D015179,Q547U9
D004827,Q547U9
D008545,Q547U9
D013375,Q547U9
D004827,Q13224
D007022,Q13224
D008607,Q13224
D012559,Q13224
D007172,Q8TCU5
D001172,P25098
D017449,P25098
D006333,P25098
D006973,P25098
D001714,P35626
D001172,Q96AD6
D001289,Q13255
D004827,Q13255
D004833,Q13255
D013226,Q13255
D004833,Q14416
D012559,Q14416
D004833,Q14832
D008545,Q14832
D012559,Q14832
D004833,Q14833
D012516,Q14833
D001289,P41594
D019970,P41594
D003929,P41594
D004833,P41594
D013226,P41594
D019966,P41594
D001289,Q14831
D019966,Q14831
D003704,P28799
D006258,Q6LDX5
D011537,Q6LDX5
D011471,P30550
D001249,Q8TAX9
D001714,P49840
D003866,P49840
D012559,P49840
D058186,Q86TM2
D000544,Q86TM2
D001714,Q86TM2
D001943,Q86TM2
D003866,Q86TM2
D006333,Q86TM2
D006973,Q86TM2
D009203,Q86TM2
D010538,Q86TM2
D011041,Q86TM2
D011471,Q86TM2
D012559,Q86TM2
D001749,Q86TM2
D008654,Q5T0I0
D000690,P00390
D004487,P00390
D007003,P00390
D020734,P00390
D002277,P48637
D009059,P48637
D058186,P08263
D064420,P08263
D011471,P08263
D001161,Q5JW88
D010300,Q5JW88
D006973,Q7RTV2
D011471,Q8NEC7
D010003,Q6FII1
D011471,Q6FII1
D001249,Q16041
D001321,Q16041
D002292,Q16041
D002294,Q16041
D015179,Q16041
D003924,Q16041
D004342,Q16041
D007938,Q16041
D008113,Q16041
D008175,Q16041
D008654,Q16041
D010300,Q16041
D011471,Q16041
D011928,Q16041
D012871,Q16041
D001749,Q16041
D014581,Q16041
D058186,Q0D2I8
D002289,Q0D2I8
D015179,Q6FGJ9
D011471,Q6FGJ9
D003110,Q5T8R2
D007938,Q5TA02
D009369,Q5TA02
D011471,Q5TA02
D012871,Q5TA02
D001749,Q9H4Y5
D058186,Q5D6A5
D000690,Q5D6A5
D001249,Q5D6A5
D001321,Q5D6A5
D001943,Q5D6A5
D002277,Q5D6A5
D002289,Q5D6A5
D002292,Q5D6A5
D004342,Q5D6A5
D020329,Q5D6A5
D006689,Q5D6A5
D006973,Q5D6A5
D007674,Q5D6A5
D015464,Q5D6A5
D008175,Q5D6A5
D009336,Q5D6A5
D012516,Q5D6A5
D010300,Q5D6A5
D011471,Q5D6A5
D012509,Q5D6A5
D013274,Q5D6A5
D001749,Q5D6A5
D002277,Q4W252
D002292,Q4W252
D005909,Q4W252
D006973,Q4W252
D007680,Q4W252
D008175,Q4W252
D009101,Q4W252
D009369,Q4W252
D011471,Q4W252
D011928,Q4W252
D006973,Q6ICJ4
D001281,Q499G6
D015470,Q499G6
D007676,Q16661
D009404,Q16661
D011471,Q96NT3
D003110,Q6PJR4
D003324,Q6PJR4
D006973,Q6PJR4
D013927,Q6PJR4
D001943,P33402
D015179,P33402
D015179,P25092
D003967,P25092
D001145,Q8N5Y3
D008288,Q9UM93
D008288,Q8WWP0
D001281,P04921
D008288,P04921
D001321,P10144
D001943,P10144
D004342,P10144
D015470,P07305
D001943,P16403
D015470,P16403
D001943,P16104
D005909,P16104
D001943,P62807
D001171,P62807
D011471,P62807
D005909,P84243
D005909,P68431
D002277,P84243
D006130,P62805
D008607,P62805
D011471,P62805
D009765,Q16836
D010003,P40939
D001943,P55084
D007676,Q6KC15
D007680,Q6KC15
D001281,Q3T1D5
D006333,Q3T1D5
D009447,Q3T1D5
D013771,Q3T1D5
D011471,Q9UJM8
D001172,P10915
D015179,P10915
D001943,Q86UW8
D001327,P12081
D002292,P12081
D010051,Q5VY60
D058186,Q96D42
D064420,Q96D42
D007674,Q96D42
D009336,Q96D42
D002277,Q9NQT3
D002544,Q9NQT3
D003924,Q9NQT3
D011087,Q9NQT3
D003490,Q9Y6D8
D004443,Q9Y6D8
D008288,Q9Y6D8
D016778,Q9Y6D8
D011087,Q9Y6D8
D058186,Q1HK36
D001171,Q1HK36
D004715,Q1HK36
D004830,Q1HK36
D007676,Q1HK36
D013274,Q1HK36
D010300,Q14412
D011471,Q14412
D058186,Q9UNL6
D011471,Q9UNL6
D002294,Q8TDS4
D011565,Q8TDS4
D012559,Q8TDS4
D002294,P49019
D008113,Q05C05
D001327,P08631
D009369,P08631
D054198,P08631
D001172,P14317
D004827,Q86WJ6
D012640,Q86WJ6
D001281,Q9Y3Q4
D009101,Q6MZN7
D001172,Q6IT96
D002294,Q6IT96
D004715,Q6IT96
D002294,Q92769
D004715,Q92769
D008103,Q92769
D008545,Q92769
D019970,P56524
D008607,P56524
D001749,P56524
D001714,Q9UQL6
D019970,Q9UQL6
D012595,Q9UQL6
D002311,Q9BRX7
D008545,Q9BRX7
D012516,Q9BRX7
D010051,Q9BRX7
D011471,Q9BRX7
D020521,Q9Y6V1
D005879,Q9UBI9
D001321,Q96CF6
D008113,Q5THN1
D003324,Q9Y4D8
D003924,Q9Y4D8
D001281,Q15751
D008113,Q4W5H5
D004715,Q9UII4
D011471,Q15011
D001943,Q8IXV0
D002289,Q8IXV0
D021441,Q8IXV0
D003110,Q8IXV0
D005909,Q8IXV0
D008175,Q8IXV0
D001932,Q5M8T3
D058186,Q5URX0
D001943,Q9Y5J3
D021441,Q9Y5J3
D005909,Q9Y5J3
D008175,Q9Y5J3
D001943,Q5TF93
D021441,Q5TF93
D001943,Q9NQ87
D000544,Q9UK37
D010300,Q9UK37
D017119,Q9UK37
D002294,P14210
D003929,P14210
D015470,P14210
D008103,P14210
D008113,P14210
D009362,P14210
D009447,P14210
D010146,P14210
D010195,P14210
D010300,P14210
D013927,P14210
D003424,Q04756
D001943,Q03014
D003924,Q03014
D015179,Q96QV1
D003324,Q96JK4
D010003,Q6NVY1
D001943,Q70SM2
D005770,Q70SM2
D008527,Q70SM2
D002545,Q16665
D001943,Q16665
D002277,Q16665
D002289,Q16665
D005909,Q16665
D006333,Q16665
D006973,Q16665
D006976,Q16665
D008103,Q16665
D008105,Q16665
D010190,Q16665
D011471,Q16665
D011833,Q16665
D013119,Q16665
D013964,Q16665
D001749,Q16665
D020246,Q16665
D008113,Q9BW72
D008545,Q53FT3
D013274,Q53FT3
D008175,Q9Y5L2
D012559,P49773
D058186,Q5SQL3
D003924,P78542
D009765,Q53SG7
D001321,Q9UQU5
D009101,Q9UQU5
D013921,Q9UQU5
D003872,Q9Y4H6
D004342,Q9Y4H6
D064420,Q9Y4H6
D006967,Q9Y4H6
D009157,Q9Y4H6
D009393,Q9Y4H6
D013167,Q9Y4H6
D064420,Q9UQT3
D011565,Q9UQT3
D001172,Q9UM37
D001249,Q9UM37
D004715,Q9UM37
D009103,Q9UM37
D009157,Q9UM37
D014581,Q9UM37
D001249,Q9UEF5
D003872,Q9UEF5
D006967,Q9UEF5
D007898,Q9UEF5
D008180,Q9UEF5
D010195,Q9UEF5
D001172,Q76NI6
D001249,Q9TQE4
D006967,Q9TQE4
D009103,Q9TQE4
D009290,Q9TQE4
D012595,Q9TQE4
D014581,Q9TQE4
D009103,Q30125
D010300,Q30125
D012772,Q30125
D001172,Q9Y4H8
D001249,Q9Y4H8
D001321,Q9Y4H8
D003093,Q9Y4H8
D003424,Q9Y4H8
D004342,Q9Y4H8
D006967,Q9Y4H8
D007898,Q9Y4H8
D008180,Q9Y4H8
D008228,Q9Y4H8
D009103,Q9Y4H8
D009290,Q9Y4H8
D009404,Q9Y4H8
D010195,Q9Y4H8
D012559,Q9Y4H8
D014435,Q9Y4H8
D014581,Q9Y4H8
D006967,Q9UM28
D000544,Q9TPE2
D003924,Q9TPE2
D006967,Q9TPE2
D010300,Q9TPE2
D001249,Q9TP14
D054198,Q16534
D007680,Q05DQ5
D003924,Q9NP66
D003924,Q6IPL9
D014594,Q6IPL9
D009369,Q1M183
D064420,Q5T7C4
D005334,Q5T7C4
D006973,Q5T7C4
D007249,Q5T7C4
D009203,Q5T7C4
D009336,Q5T7C4
D018805,Q5T7C4
D009765,P26583
D011471,P26583
D001327,P04035
D006937,P04035
D006938,P04035
D007676,P04035
D003110,P54868
D006333,P54868
D011471,Q5JSL0
D001749,Q5JSL0
D001943,Q6PIR6
D015464,Q6PIR6
D058186,Q96DI8
D000544,Q96DI8
D001249,Q96DI8
D001778,Q96DI8
D001943,Q96DI8
D003324,Q96DI8
D003924,Q96DI8
D003925,Q96DI8
D064420,Q96DI8
D018589,Q96DI8
D006130,Q96DI8
D006333,Q96DI8
D006973,Q96DI8
D007249,Q96DI8
D007676,Q96DI8
D007898,Q96DI8
D008113,Q96DI8
D008175,Q96DI8
D009765,Q96DI8
D010300,Q96DI8
D011014,Q96DI8
D011225,Q96DI8
D011471,Q96DI8
D011656,Q96DI8
D013226,Q96DI8
D013274,Q96DI8
D013927,Q96DI8
D002292,P20823
D003327,P20823
D003924,P20823
D007003,P20823
D002292,P35680
D003924,P35680
D011471,P35680
D003093,Q8NHY1
D003924,Q8NHY1
D001249,Q9P1Y0
D004342,Q9P1Y0
D012220,Q9P1Y0
D014581,Q9P1Y0
D002277,P09651
D012559,P51991
D011471,P31943
D001943,Q5T6W2
D001943,Q6NTA2
D013274,Q6NTA2
D004827,Q5RI18
D001321,Q1KMD3
D019970,Q86YM6
D064420,Q86YM6
D004409,Q86YM6
D019970,Q9NSB8
D001321,P49639
D016889,Q5I0Y5
D016889,P31270
D007674,P31270
D015470,P31269
D008545,P31269
D001749,P31269
D001943,Q4KR72
D008545,Q4KR72
D011471,Q4KR72
D009765,P09067
D009771,P17481
D001943,P17482
D010051,P17482
D011471,P17482
D014594,P17482
D015179,Q96CA4
D010051,Q96CA4
D010146,Q96CA4
D001172,P28358
D005909,P28358
D001172,Q14DW8
D001321,Q14DW8
D001943,Q14DW8
D007248,Q14DW8
D007674,Q14DW8
D010051,Q14DW8
D008545,P35452
D001172,P35453
D009503,P35453
D011471,P31249
D054198,P09016
D015179,P28356
D010051,P28356
D058186,Q6PEJ8
D001168,Q6PEJ8
D001327,Q6PEJ8
D001943,Q6PEJ8
D003093,Q6PEJ8
D003924,Q6PEJ8
D003925,Q6PEJ8
D064420,Q6PEJ8
D006509,Q6PEJ8
D019698,Q6PEJ8
D006967,Q6PEJ8
D006973,Q6PEJ8
D007938,Q6PEJ8
D008288,Q6PEJ8
D009203,Q6PEJ8
D012559,Q6PEJ8
D014376,Q6PEJ8
D020176,P32754
D018276,P15428
D011471,P15428
D013964,P15428
D011471,P05981
D001943,Q9Y251
D008545,Q9Y251
D009362,Q9Y251
D058186,P02790
D001327,P02790
D003924,P02790
D064420,P02790
D001321,P78460
D001932,P78460
D001943,P78460
D002277,P78460
D002294,P78460
D008113,P78460
D008175,P78460
D008545,P78460
D009447,P78460
D011471,P78460
D013274,P78460
D013964,P78460
D001749,P78460
D001943,P04196
D005119,P35367
D007022,P35367
D010146,P35367
D011537,P35367
D012220,P35367
D012559,P35367
D013375,P35367
D006973,P25021
D009362,P25021
D013375,P25021
D006973,Q8WY01
D011537,Q9H3N8
D013274,Q9H3N8
D004715,Q9Y662
D008545,Q96QI5
D001172,P28845
D017449,P28845
D006973,P28845
D009765,P28845
D001249,P80365
D006973,P80365
D008103,P80365
D009203,P80365
D009404,P80365
D000022,P14061
D004715,P14061
D011471,P14061
D016889,P37059
D004715,P37059
D011471,Q6FH62
D011471,P14060
D000312,Q5QP01
D011471,Q5QP01
D008113,Q6YN16
D009369,Q00613
D001281,Q9BS48
D009203,Q12988
D001943,Q96HX7
D009362,Q96HX7
D011471,Q6PK50
D011471,Q96GW1
D058186,P0DMV8
D021441,P0DMV8
D004342,P0DMV8
D008545,P0DMV8
D009362,P0DMV8
D010300,P0DMV8
D011471,P0DMV8
D001943,P0DMV9
D021441,P0DMV9
D012871,P0DMV9
D004342,Q53FA3
D003110,P54652
D015464,P11021
D009203,P11021
D009765,P11021
D002294,Q96IS6
D013274,Q96IS6
D001327,Q8N1C8
D002292,Q8N1C8
D010300,Q8N1C8
D014605,Q8N1C8
D002292,P04792
D002294,P04792
D003110,P04792
D006333,P04792
D015470,P04792
D009101,P04792
D013226,P04792
D013274,P04792
D002292,Q53SE2
D013274,Q53SE2
D001281,Q2VPA1
D001321,P15515
D001049,Q5ZGX3
D001919,Q5ZGX3
D019970,Q5ZGX3
D005334,Q5ZGX3
D010146,Q5ZGX3
D012640,Q5ZGX3
D013274,Q5ZGX3
D014202,Q5ZGX3
D001321,P28222
D019970,P28222
D007022,P28222
D011618,P28222
D012640,P28222
D001321,P28221
D007022,P28221
D009771,P28221
D000437,Q9P2Q9
D001249,Q9P2Q9
D001321,Q9P2Q9
D001714,Q9P2Q9
D019970,Q9P2Q9
D020820,Q9P2Q9
D005334,Q9P2Q9
D009765,Q9P2Q9
D009771,Q9P2Q9
D011618,Q9P2Q9
D012559,Q9P2Q9
D064420,Q7Z580
D006333,Q7Z580
D006973,Q7Z580
D006976,Q7Z580
D009765,Q7Z579
D013375,Q7Z579
D001321,P46098
D001321,Q8WXA8
D000312,Q13639
D000855,Q13639
D001145,Q13639
D001281,Q13639
D020521,Q13639
D001321,Q86UN1
D012559,P50406
D001008,P34969
D003866,P34969
D010146,P34969
D012559,P34969
D012893,P34969
D008175,Q05DJ8
D006816,P42858
D008607,Q9BYI3
D019966,Q9BYI3
D003924,P10997
D013276,P10997
D001943,P21815
D009362,P21815
D010014,P21815
D003324,Q96Q33
D001161,Q5NKV8
D001249,Q5NKV8
D002545,Q5NKV8
D003093,Q5NKV8
D003110,Q5NKV8
D003924,Q5NKV8
D006689,Q5NKV8
D006937,Q5NKV8
D006973,Q5NKV8
D007249,Q5NKV8
D015212,Q5NKV8
D008288,Q5NKV8
D009103,Q5NKV8
D009203,Q5NKV8
D009765,Q5NKV8
D011471,Q5NKV8
D018357,Q5NKV8
D020521,Q5NKV8
D014581,Q5NKV8
D013274,Q9NZC6
D008105,Q5NKU1
D001943,Q8TAM9
D015179,Q8TAM9
D019970,Q659A1
D003924,P41134
D009362,P41134
D009369,P41134
D015470,Q53T66
D012871,Q53T66
D002277,Q02535
D003110,Q02535
D008175,Q02535
D011471,Q02535
D002277,P47928
D013274,P47928
D000544,P14735
D015470,Q9H302
D015473,Q9H302
D054198,Q9H302
D011471,Q9H302
D006130,P48735
D015470,P48735
D015473,P48735
D010003,P48735
D012640,P48735
D018487,P48735
D010003,Q9H326
D001943,P14902
D004715,P14902
D007249,P14902
D009765,P14902
D008103,Q6ZQW0
D008175,Q14603
D008175,Q9BTL4
D006973,Q5ST79
D012871,Q5ST79
D017449,Q96P99
D015470,Q96P99
D000022,P80217
D000022,P09912
D008180,Q9BYX4
D011565,Q9BYX4
D004715,P09914
D006333,Q5T765
D019698,Q9UMJ2
D015228,Q9UMJ2
D008545,Q9UMJ2
D001749,Q9UMJ2
D000163,P01562
D015179,P01562
D006509,P01562
D008103,P01562
D008113,P01562
D008545,P01562
D010190,P01562
D058186,P01563
D000855,P01563
D001008,P01563
D002292,P01563
D002294,P01563
D015179,P01563
D003866,P01563
D003967,P01563
D005221,P01563
D005334,P01563
D005909,P01563
D006261,P01563
D006509,P01563
D019698,P01563
D006689,P01563
D015228,P01563
D015464,P01563
D008228,P01563
D008545,P01563
D009101,P01563
D009203,P01563
D009325,P01563
D009503,P01563
D010146,P01563
D010190,P01563
D011087,P01563
D011928,P01563
D018805,P01563
D012871,P01563
D013375,P01563
D013920,P01563
D013921,P01563
D013964,P01563
D001749,P01563
D014839,P01563
D008545,P01569
D010190,P01569
D001943,P01574
D006509,P01574
D008545,P01574
D009103,P01574
D009447,P01574
D012640,P01574
D001749,P01574
D000163,P01579
D001064,P01579
D001172,P01579
D001321,P01579
D001327,P01579
D001943,P01579
D002690,P01579
D003110,P01579
D003424,P01579
D017449,P01579
D003876,P01579
D064420,P01579
D005334,P01579
D006086,P01579
D006323,P01579
D006333,P01579
D006509,P01579
D006967,P01579
D007022,P01579
D007249,P01579
D007877,P01579
D007896,P01579
D007898,P01579
D015473,P01579
D008175,P01579
D008545,P01579
D008654,P01579
D009103,P01579
D009325,P01579
D009336,P01579
D010538,P01579
D011014,P01579
D011833,P01579
D018357,P01579
D012140,P01579
D012509,P01579
D018805,P01579
D014257,P01579
D014839,P01579
D004715,Q7Z687
D016481,Q7Z687
D006509,Q7Z687
D009165,Q7Z687
D001249,Q8IZI9
D003876,Q8IZI9
D005512,Q8IZI9
D007249,Q8IZI9
D011565,Q5VTX9
D012128,Q75MS4
D007674,Q9HBG6
D008113,Q13099
D001943,P78318
D008175,P78318
D000022,Q9NP10
D000172,Q9NP10
D058186,Q9NP10
D000544,Q9NP10
D001321,Q9NP10
D001943,Q9NP10
D002100,Q9NP10
D003424,Q9NP10
D064420,Q9NP10
D004715,Q9NP10
D006973,Q9NP10
D007674,Q9NP10
D007676,Q9NP10
D009362,Q9NP10
D011471,Q9NP10
D011629,Q9NP10
D001749,Q9NP10
D000544,Q3B833
D001171,Q3B833
D001281,Q3B833
D001943,Q3B833
D016889,Q3B833
D006130,Q3B833
D010300,Q3B833
D000022,P01344
D000544,P01344
D001321,P01344
D003110,P01344
D015179,P01344
D006130,P01344
D007003,P01344
D008113,P01344
D009765,P01344
D010300,P01344
D012208,P01344
D003924,Q9Y6M1
D000544,Q13661
D010300,Q13661
D011471,Q13661
D018754,Q13661
D018487,Q13661
D006130,Q8TAY0
D011628,Q8TAY0
D000022,Q6PEY6
D058186,Q6PEY6
D003110,Q6PEY6
D064420,Q6PEY6
D004715,Q6PEY6
D008103,Q6PEY6
D008105,Q6PEY6
D008103,P18065
D009765,P18065
D000022,P17936
D001172,P17936
D001321,P17936
D015179,P17936
D011471,P17936
D013274,P17936
D001749,P17936
D001943,Q96HT5
D001749,Q96HT5
D000022,Q9H2B5
D004715,Q9H2B5
D011471,Q9H2B5
D012128,Q9H2B5
D001943,Q16270
D011471,Q16270
D013274,Q16270
D009220,P01857
D009220,P01859
D009220,P01834
D001749,Q96ID5
D011471,Q9NSI5
D004715,Q4ZFW8
D006973,Q32ND9
D007249,Q32ND9
D011014,Q32ND9
D008175,Q9Y6K9
D003093,Q3T907
D008180,Q3T907
D008223,Q3T907
D054198,Q3T907
D054198,Q9UKS7
D001172,Q9UKT9
D001249,Q9UKT9
D054198,Q9UKT9
D058186,Q71UZ1
D001064,Q71UZ1
D001172,Q71UZ1
D001249,Q71UZ1
D001321,Q71UZ1
D001943,Q71UZ1
D002056,Q71UZ1
D002289,Q71UZ1
D003093,Q71UZ1
D003424,Q71UZ1
D017449,Q71UZ1
D003876,Q71UZ1
D004342,Q71UZ1
D064420,Q71UZ1
D004715,Q71UZ1
D006086,Q71UZ1
D007249,Q71UZ1
D015212,Q71UZ1
D043183,Q71UZ1
D007896,Q71UZ1
D007898,Q71UZ1
D008175,Q71UZ1
D008180,Q71UZ1
D009103,Q71UZ1
D009203,Q71UZ1
D011471,Q71UZ1
D011472,Q71UZ1
D018805,Q71UZ1
D002545,Q08334
D006509,Q08334
D000022,P20809
D003556,P20809
D004487,P20809
D006470,P20809
D010051,Q14626
D008105,P29459
D008113,P29459
D009103,P29459
D000022,P29460
D003093,P29460
D003424,P29460
D008105,P29460
D008113,P29460
D008180,P29460
D011565,P29460
D013167,P29460
D002545,P42701
D001249,Q4VB53
D001321,Q4VB53
D002292,Q4VB53
D003872,Q4VB53
D003876,Q4VB53
D004342,Q4VB53
D006967,Q4VB53
D007249,Q4VB53
D011014,Q4VB53
D011565,Q4VB53
D012852,Q4VB53
D003924,Q96BB4
D001321,P40933
D004715,P40933
D000022,Q9UME6
D006967,Q9UME6
D011471,Q9UME6
D001327,Q6NZ94
D002545,Q6NZ94
D006086,Q6NZ94
D006967,Q6NZ94
D007249,Q6NZ94
D015473,Q6NZ94
D009103,Q6NZ94
D009336,Q6NZ94
D011014,Q6NZ94
D011654,Q6NZ94
D002545,Q96F46
D007249,Q96F46
D011471,Q8N2D7
D011471,Q8NFM7
D001172,Q14116
D002545,Q14116
D017449,Q14116
D006967,Q14116
D007896,Q14116
D009362,Q14116
D009369,Q14116
D011014,Q14116
D011471,Q14116
D011833,Q14116
D014581,Q14116
D015451,Q9UHD0
D002545,P01583
D002056,P01583
D017449,P01583
D003967,P01583
D005334,P01583
D007022,P01583
D007249,P01583
D012871,P01583
D000022,P01584
D000544,P01584
D000855,P01584
D001172,P01584
D001249,P01584
D002545,P01584
D001943,P01584
D002056,P01584
D003093,P01584
D003110,P01584
D003876,P01584
D005334,P01584
D005909,P01584
D006073,P01584
D006333,P01584
D006967,P01584
D006973,P01584
D007003,P01584
D007022,P01584
D007249,P01584
D007898,P01584
D007964,P01584
D008175,P01584
D009103,P01584
D009203,P01584
D009336,P01584
D009369,P01584
D009447,P01584
D009503,P01584
D010003,P01584
D015663,P01584
D010437,P01584
D011014,P01584
D011565,P01584
D011833,P01584
D012559,P01584
D012640,P01584
D018805,P01584
D012871,P01584
D012893,P01584
D013274,P01584
D013276,P01584
D020521,P01584
D013345,P01584
D013964,P01584
D014277,P01584
D014581,P01584
D004715,Q6NWP6
D006967,Q6NWP6
D011014,Q6NWP6
D012871,Q6NWP6
D003093,Q6PIW7
D006967,Q6PIW7
D008175,Q6PIW7
D011014,Q6PIW7
D013167,Q6PIW7
D001321,Q7Z2K4
D008545,Q7Z2K4
D001249,Q01638
D000855,P18510
D001171,P18510
D001172,P18510
D001249,P18510
D001321,P18510
D002545,P18510
D003110,P18510
D003967,P18510
D064420,P18510
D005119,P18510
D005334,P18510
D006073,P18510
D007249,P18510
D007674,P18510
D009103,P18510
D009203,P18510
D009220,P18510
D009336,P18510
D010146,P18510
D011471,P18510
D012871,P18510
D013226,P18510
D013274,P18510
D020521,P18510
D000163,Q9C001
D000855,Q9C001
D001321,Q9C001
D001932,Q9C001
D017449,Q9C001
D005334,Q9C001
D005909,Q9C001
D007022,Q9C001
D007680,Q9C001
D007938,Q9C001
D008113,Q9C001
D008175,Q9C001
D008545,Q9C001
D009362,Q9C001
D009369,Q9C001
D009404,Q9C001
D010146,Q9C001
D011471,Q9C001
D001749,Q9C001
D058186,Q9UHF5
D008180,Q9HBE4
D008180,Q9HBE5
D001172,Q9NPF7
D003876,Q9NPF7
D011565,Q9NPF7
D003093,Q5VWK5
D003424,Q5VWK5
D015212,Q5VWK5
D011565,Q5VWK5
D013167,Q5VWK5
D000022,Q13007
D001943,Q13007
D008175,Q13007
D010190,Q13007
D011471,Q13007
D011471,Q8NEV9
D001172,Q5W006
D003424,Q5W006
D017449,Q5W006
D009103,Q5W006
D012559,Q5W006
D001172,P14784
D006967,P14784
D011014,P14784
D064420,Q6NZ79
D013921,Q6NZ79
D003110,P24001
D017449,P24001
D007680,P24001
D013274,P24001
D011565,Q9UBH0
D001249,Q9UPB9
D001321,Q9UPB9
D001327,Q9UPB9
D003872,Q9UPB9
D017449,Q9UPB9
D003876,Q9UPB9
D004342,Q9UPB9
D006967,Q9UPB9
D008180,Q9UPB9
D011014,Q9UPB9
D011565,Q9UPB9
D012220,Q9UPB9
D007249,Q96RQ9
D002292,Q5FC08
D015470,Q5FC08
D004342,P24394
D004485,P24394
