Disease,Disease,Similarity
C565238,C538007,0.42422
C565238,D003966,0.21842
C565238,D004828,0.21918
C565238,D010787,0.22021
C565238,D005879,0.23948
C565238,C564234,0.21369
C565238,D006816,0.2477
C565238,D012021,0.22238
C565238,C564156,0.23164
C565238,C535694,0.21121
C565238,C537156,0.22348
C565238,D019578,0.30202
C565238,D008575,0.20968
C565238,C563591,0.25111
C565238,D009041,0.20561
C565238,C563534,0.28225
C565238,D009771,0.34942
C565238,D020754,0.2797
C565238,D020754,0.26095
C565238,C563498,0.2407
C565238,C535351,0.2449
C565238,D010300,0.41293
C565238,D010300,0.44502
C565238,D010300,0.45386
C565238,D020774,0.23778
C565238,D002607,0.22976
C565238,D012559,0.31301
C565238,D058496,0.21051
C565238,D010264,0.32691
C565238,D020754,0.28713
C565238,D020754,0.36641
C565238,D016750,0.23657
C565238,D013285,0.27924
C565238,D013341,0.22048
C565238,D014103,0.23272
C565238,C536545,0.43778
C565238,C536406,0.28272
C565238,D038261,0.21887
C565238,D002549,0.2186
C565238,D009472,0.2661
C565238,D009472,0.33343
C565238,D001321,0.23143
C565238,C538280,0.24004
C565238,C565850,0.40848
C565238,D003103,0.25934
C565238,D001927,0.30804
C565238,C565557,0.20256
C565238,D005776,0.22517
C565238,C537150,0.24736
C565238,C538603,0.27691
C565238,D009084,0.22397
C565238,D020190,0.24838
C565238,D020194,0.26872
C565238,D009224,0.28811
C565238,D052536,0.23424
C565238,D052556,0.21968
C565238,C536063,0.20749
C565238,C538104,0.42206
C565238,D012035,0.23321
C565238,C564847,0.3649
C565238,D012174,0.21618
C565238,D016111,0.20149
C565238,D020176,0.20723
C565238,D020915,0.23466
C565238,D006527,0.22556
C565238,D000326,0.20289
C565238,D020326,0.21318
C565238,C564714,0.23225
C565238,D001321,0.29037
C565238,C564505,0.36137
C565238,D020817,0.40354
C565238,D001321,0.29083
C565238,D001321,0.30633
C565238,C567924,0.21814
C565238,D007706,0.22151
C565238,C536692,0.30638
C565238,D017241,0.25115
C565238,C564015,0.29151
C565238,D020734,0.5079
C565238,D004832,0.25001
C565238,D020754,0.37152
C565238,D057180,0.29692
C565238,C563401,0.33629
C565238,D013494,0.37493
C565238,C566652,0.20702
C565238,D005902,0.24202
C565238,C536546,0.23383
C565238,C566552,0.57415
C565238,D009223,0.24889
C565238,D004831,0.24821
C565238,C565728,0.20469
C565238,C537537,0.48777
C565238,D012560,0.2473
C565238,C565238,1
C565238,C535500,0.20554
C565238,C564676,0.33634
C565238,C535428,0.49217
C565238,D010300,0.57525
C565238,C564616,0.25113
C565238,D004831,0.215
C565238,C537217,0.28834
C565238,D001321,0.26337
C565238,C537583,0.27556
C565238,D020326,0.21354
C565238,D052537,0.28868
C565238,C536119,0.21614
C565238,C562694,0.22674
C565238,D004832,0.2572
C565238,C565811,0.25199
C565238,C562694,0.25575
C565238,C564345,0.57334
C565238,C564330,0.22357
C565238,D001321,0.25478
C565238,C535499,0.46589
C565238,C564274,0.21379
C565238,D009216,0.24366
C565238,D020817,0.32286
C565238,D001321,0.26401
C565238,D020817,0.29579
C565238,C563834,0.20693
C535500,D031845,0.26401
C535500,D000437,0.20339
C535500,C537057,0.34031
C535500,D000544,0.20238
C535500,C531617,0.2227
C535500,C535506,0.23971
C535500,D001478,0.23514
C535500,C562419,0.28101
C535500,C566188,0.22754
C535500,C536691,0.27308
C535500,D019305,0.23436
C535500,D002607,0.23647
C535500,D003103,0.25753
C535500,D020936,0.22421
C535500,D020936,0.25316
C535500,D004387,0.20672
C535500,D004828,0.27652
C535500,D010787,0.20006
C535500,D005351,0.31099
C535500,D005879,0.21782
C535500,C562999,0.2105
C535500,C535694,0.21339
C535500,C537156,0.27157
C535500,D019578,0.21518
C535500,D008382,0.28355
C535500,D008945,0.20409
C535500,D009223,0.2308
C535500,D020754,0.21072
C535500,D020754,0.20357
C535500,C563498,0.28697
C535500,D010520,0.20033
C535500,D011125,0.20197
C535500,D017118,0.21091
C535500,D011218,0.26963
C535500,D012175,0.23159
C535500,D012559,0.25556
C535500,D058496,0.22911
C535500,D020754,0.26066
C535500,D020754,0.241
C535500,D013341,0.27101
C535500,D013771,0.22551
C535500,C536545,0.20937
C535500,D004314,0.2477
C535500,C565346,0.24844
C535500,C538178,0.21476
C535500,D000326,0.32749
C535500,D038261,0.24383
C535500,D002549,0.32646
C535500,D009472,0.24111
C535500,D009472,0.25516
C535500,C538013,0.22592
C535500,D001321,0.28632
C535500,C565905,0.21561
C535500,D002178,0.22247
C535500,D002817,0.2327
C535500,C565850,0.23867
C535500,D003057,0.28993
C535500,D003550,0.20572
C535500,C535767,0.21998
C535500,D001927,0.2569
C535500,D005776,0.21892
C535500,D005317,0.28219
C535500,D006712,0.22353
C535500,D020165,0.21058
C535500,D010214,0.28221
C535500,D054221,0.3589
C535500,D009084,0.21665
C535500,D009084,0.25549
C535500,D009084,0.27548
C535500,D009084,0.25258
C535500,D020194,0.20591
C535500,D010009,0.213
C535500,D052536,0.23363
C535500,D052556,0.21763
C535500,C537286,0.23454
C535500,C564847,0.29487
C535500,C535865,0.33726
C535500,D016111,0.26614
C535500,D013915,0.24293
C535500,D020915,0.20288
C535500,D006527,0.22579
C535500,D014983,0.20951
C535500,C564714,0.41589
C535500,D001321,0.33491
C535500,C564505,0.35799
C535500,D020817,0.26329
C535500,D001321,0.27855
C535500,D001321,0.28759
C535500,C536085,0.34758
C535500,C567924,0.29644
C535500,D010009,0.28141
C535500,D007706,0.24288
C535500,D005600,0.21634
C535500,D016649,0.21007
C535500,D017241,0.21568
C535500,D004832,0.23582
C535500,D020754,0.2408
C535500,D013494,0.24163
C535500,D009223,0.2166
C535500,D004831,0.25983
C535500,C565728,0.22978
C535500,C537537,0.25438
C535500,D020158,0.24705
C535500,C565238,0.20554
C535500,C535500,1
C535500,D019966,0.20888
C535500,C535428,0.20217
C535500,C564616,0.23424
C535500,D004831,0.2521
C535500,D001321,0.31326
C535500,C537583,0.24712
C535500,D052537,0.22132
C535500,C536119,0.26246
C535500,C562694,0.23147
C535500,D004832,0.21397
C535500,C565811,0.24139
C535500,C562694,0.24182
C535500,D001925,0.24024
C535500,D001321,0.24101
C535500,C535499,0.26711
C535500,C564274,0.26978
C535500,D020817,0.21086
C535500,D001321,0.2597
C535500,D020817,0.31325
D019966,D000437,0.49869
D019966,D005879,0.25905
D019966,D001289,0.25469
D019966,D006954,0.36162
D019966,D009771,0.21318
D019966,D016584,0.21655
D019966,D014029,0.24578
D019966,C565478,0.21933
D019966,D011559,0.22574
D019966,C564894,0.22277
D019966,D020915,0.27717
D019966,D020817,0.24723
D019966,C567924,0.21081
D019966,D057180,0.20503
D019966,D012559,0.26545
D019966,D012559,0.26218
D019966,D012559,0.28167
D019966,D012559,0.57405
D019966,D012559,0.57623
D019966,D012559,0.2867
D019966,C535500,0.20888
D019966,D019966,1
D019966,D000856,0.2657
D019966,D052018,0.25744
D019966,D001008,0.81127
D019966,D005271,0.21906
D000098943,D015451,0.23632
D000098943,D001749,0.29199
D000098943,D001943,0.21439
D000098943,D015179,0.22905
D000098943,D002607,0.23234
D000098943,D005910,0.30664
D000098943,D001289,0.22997
D000098943,D002292,0.25471
D000098943,D000096142,0.32042
D000098943,D000096142,0.80001
D000098943,D000098943,0.40661
D000098943,D010235,0.23404
D000098943,D012175,0.20095
D000098943,D018288,0.21811
D000098943,C572845,0.23934
D000098943,D008175,0.34817
D000098943,D012516,0.24347
D000098943,D010190,0.25097
D000098943,C563236,0.26336
D000098943,D010911,0.31657
D000098943,D002583,0.203
D000098943,D000098943,1
D000098943,D000098943,0.81095
D000098943,D000077274,0.21628
D000098943,D005910,0.38347
D000098943,D000544,0.21072
D000098943,C566271,0.27324
D000098943,D002538,0.30516
D000098943,D015451,0.20234
D000098943,D001749,0.23922
D000098943,D001943,0.23727
D000098943,C536691,0.22283
D000098943,D002607,0.23946
D000098943,D005910,0.28124
D000098943,D002292,0.30905
D000098943,D012021,0.20145
D000098943,C564156,0.20569
D000098943,C537907,0.21038
D000098943,D008527,0.2606
D000098943,D000096142,0.3222
D000098943,D000096142,0.64319
D000098943,D000098943,0.51059
D000098943,D009041,0.21802
D000098943,D010235,0.24868
D000098943,D010673,0.27812
D000098943,D011125,0.22136
D000098943,D011928,0.21914
D000098943,D012175,0.23153
D000098943,D013341,0.32334
D000098943,D002915,0.26329
D000098943,D008175,0.28313
D000098943,D003103,0.22199
D000098943,C535765,0.22152
D000098943,D006712,0.23181
D000098943,C537150,0.25333
D000098943,D009224,0.20805
D000098943,D009447,0.27649
D000098943,C536063,0.22934
D000098943,D010190,0.30867
D000098943,C564847,0.22431
D000098943,D018232,0.28981
D000098943,C563236,0.2294
D000098943,D014898,0.21666
D000098943,D014983,0.25469
D000098943,D001321,0.21614
D000098943,D020817,0.28137
D000098943,D001321,0.21648
D000098943,D001321,0.22802
D000098943,D016649,0.23727
D000098943,D010911,0.25885
D000098943,D005902,0.20676
D000098943,D002292,0.33761
D000098943,D000098943,0.81095
D000098943,D000098943,1
D000098943,D005910,0.31535
D000098943,D001321,0.27954
D000098943,D020817,0.22647
D000098943,D020817,0.21493
D018192,D010911,0.22796
D018192,D000544,0.20716
D018192,D054179,0.27135
D018192,D020181,0.20984
D018192,D002051,0.25513
D018192,D001943,0.33073
D018192,D002311,0.25082
D018192,D002607,0.22598
D018192,D046349,0.2586
D018192,D020790,0.21205
D018192,D018500,0.21044
D018192,C565100,0.22758
D018192,D009103,0.22593
D018192,D005910,0.26926
D018192,D050031,0.2313
D018192,D065630,0.21178
D018192,D006816,0.21791
D018192,D002292,0.34532
D018192,D000075222,0.20047
D018192,C535694,0.20381
D018192,C537156,0.21125
D018192,D007154,0.23533
D018192,D012514,0.21022
D018192,D015451,0.24814
D018192,D008180,0.23398
D018192,D008258,0.28963
D018192,C537152,0.28271
D018192,D008527,0.21235
D018192,D000098943,0.24175
D018192,D015493,0.29983
D018192,D009223,0.24465
D018192,D005922,0.25048
D018192,C563476,0.24745
D018192,D010235,0.31278
D018192,C536330,0.21701
D018192,D011125,0.24894
D018192,D017118,0.25265
D018192,D011471,0.28047
D018192,D011565,0.21137
D018192,D054990,0.23808
D018192,D006976,0.30789
D018192,D012175,0.26446
D018192,D012507,0.25821
D018192,D013700,0.20374
D018192,D013922,0.24339
D018192,C565346,0.39719
D018192,D003093,0.24017
D018192,D056725,0.20447
D018192,D009396,0.23429
D018192,D001260,0.23582
D018192,C538013,0.21186
D018192,D001321,0.20438
D018192,C535933,0.20692
D018192,D008175,0.21219
D018192,C536778,0.20902
D018192,C535858,0.21898
D018192,D002817,0.26601
D018192,D003414,0.21598
D018192,D003550,0.2218
D018192,C535765,0.27461
D018192,C565617,0.25772
D018192,D005199,0.2331
D018192,D005776,0.30426
D018192,D005776,0.21077
D018192,D006689,0.27333
D018192,D007589,0.22291
D018192,D006646,0.25744
D018192,C565429,0.2698
D018192,D010505,0.2221
D018192,D009084,0.22974
D018192,D009084,0.22539
D018192,D009084,0.20356
D018192,D009084,0.20699
D018192,D009157,0.22261
D018192,D009101,0.25166
D018192,C535761,0.21346
D018192,D009447,0.29413
D018192,D052536,0.20465
D018192,D052556,0.23728
D018192,D012516,0.3115
D018192,D054078,0.23705
D018192,C562688,0.22889
D018192,D008228,0.22105
D018192,D016111,0.22161
D018192,D013915,0.22029
D018192,D020176,0.20005
D018192,D014898,0.2626
D018192,D014983,0.20051
D018192,D001321,0.26114
D018192,D001321,0.26164
D018192,D001321,0.27549
D018192,D000795,0.29143
D018192,D056889,0.20353
D018192,D006467,0.25682
D018192,D008232,0.26889
D018192,D005600,0.27194
D018192,D020388,0.24923
D018192,C564015,0.21182
D018192,D001249,0.26103
D018192,D006502,0.22396
D018192,C563352,0.20288
D018192,D000361,0.28855
D018192,D015470,0.21543
D018192,D056735,0.23912
D018192,C566578,0.26575
D018192,D004915,0.23161
D018192,D000755,0.29656
D018192,C565798,0.20671
D018192,D008228,0.25462
D018192,C565325,0.22411
D018192,D056693,0.21697
D018192,D018192,1
D018192,D056735,0.25549
D018192,D001321,0.23686
D018192,D052537,0.33167
D018192,D017681,0.23827
D018192,D001321,0.24374
D018192,D015464,0.26602
D018192,D001321,0.23222
C564676,D012148,0.27103
C564676,C531617,0.21059
C564676,C535506,0.2697
C564676,D019305,0.26282
C564676,D002819,0.38627
C564676,D020936,0.20792
C564676,D020936,0.27846
C564676,C565115,0.22243
C564676,D020961,0.20805
C564676,C536698,0.28744
C564676,C538007,0.29624
C564676,D004828,0.22683
C564676,D020386,0.25312
C564676,D005879,0.21769
C564676,C563534,0.20433
C564676,D009771,0.36108
C564676,D020754,0.22144
C564676,D010300,0.32665
C564676,D010300,0.23326
C564676,D010300,0.21965
C564676,D002607,0.23971
C564676,D012559,0.24617
C564676,D020754,0.22777
C564676,D016750,0.2364
C564676,D014103,0.32719
C564676,C536545,0.2635
C564676,C536406,0.27289
C564676,C538013,0.2127
C564676,C565850,0.21881
C564676,D005317,0.29522
C564676,D020190,0.27831
C564676,D020194,0.21043
C564676,C538104,0.25404
C564676,C564894,0.23675
C564676,D020326,0.21274
C564676,C564505,0.29622
C564676,C567924,0.22814
C564676,D020734,0.28329
C564676,D004832,0.29034
C564676,D020754,0.23657
C564676,D020754,0.25673
C564676,D012559,0.20353
C564676,C563401,0.36374
C564676,C566652,0.21499
C564676,C566578,0.27126
C564676,C536546,0.33779
C564676,C566552,0.21503
C564676,D012559,0.204
C564676,D012559,0.21032
C564676,D004831,0.28932
C564676,C565728,0.20315
C564676,C537537,0.31537
C564676,D001321,0.27039
C564676,C565238,0.33634
C564676,C564676,1
C564676,C535428,0.32873
C564676,C536596,0.20007
C564676,D010300,0.36764
C564676,C564616,0.25562
C564676,D004831,0.26707
C564676,C537217,0.22992
C564676,C562694,0.2645
C564676,D004832,0.31936
C564676,C565811,0.29313
C564676,C562694,0.29738
C564676,C564345,0.22181
C564676,C535499,0.33264
C564676,C564274,0.24935
C564676,D012148,0.20746
D046152,D054179,0.20452
D046152,D005764,0.25972
D046152,D015179,0.39366
D046152,C565054,0.22352
D046152,D004938,0.29871
D046152,D013274,0.23954
D046152,D002292,0.29736
D046152,D000096142,0.21315
D046152,D009223,0.20647
D046152,C563476,0.20869
D046152,D011125,0.25209
D046152,C562464,0.33676
D046152,D011565,0.23076
D046152,D012175,0.20844
D046152,D013922,0.20613
D046152,D000077273,0.21673
D046152,D003093,0.26643
D046152,D000093662,0.26564
D046152,D009396,0.22099
D046152,D003550,0.20457
D046152,D005199,0.20181
D046152,C565441,0.24948
D046152,D012516,0.2013
D046152,D010190,0.23997
D046152,D015212,0.24378
D046152,C536928,0.24399
D046152,D016481,0.28265
D046152,D001249,0.22083
D046152,D015470,0.26249
D046152,D004915,0.2634
D046152,D000755,0.21519
D046152,D002583,0.26792
D046152,D046152,1
D046152,D015464,0.31893
D046152,C563924,0.33398
D000856,D009771,0.35205
D000856,D038261,0.21406
D000856,D020817,0.21054
D000856,D018500,0.25608
D000856,D012559,0.20646
D000856,D012559,0.20166
D000856,D009765,0.24594
D000856,D012559,0.22153
D000856,D012559,0.43664
D000856,D012559,0.43928
D000856,D012559,0.22315
D000856,D019966,0.2657
D000856,D000856,1
D000856,D052018,0.8387
D000856,D010282,0.23631
D000856,D020817,0.53302
C535428,D012148,0.21328
C535428,D015845,0.22703
C535428,C531617,0.23217
C535428,D020181,0.20874
C535428,C535506,0.29307
C535428,D001528,0.20059
C535428,C562419,0.21186
C535428,C566188,0.21922
C535428,D002819,0.33298
C535428,D003103,0.20413
C535428,D046589,0.24726
C535428,C565115,0.28632
C535428,D009103,0.20824
C535428,D020961,0.24379
C535428,C536698,0.36876
C535428,C538007,0.40894
C535428,D003966,0.23111
C535428,D010787,0.26242
C535428,C564234,0.25974
C535428,D005902,0.21268
C535428,C562400,0.25225
C535428,C564156,0.22911
C535428,C537156,0.22317
C535428,D019578,0.26877
C535428,D008575,0.20482
C535428,C563591,0.24803
C535428,D009041,0.20448
C535428,C563534,0.30524
C535428,D009771,0.276
C535428,D020754,0.31746
C535428,D020754,0.2936
C535428,C563498,0.23805
C535428,C535351,0.27534
C535428,D010235,0.23194
C535428,D010300,0.35226
C535428,D010300,0.27805
C535428,D010300,0.23333
C535428,D012507,0.20737
C535428,D012559,0.22531
C535428,D058496,0.23934
C535428,D010264,0.28722
C535428,D020754,0.29547
C535428,D020754,0.29699
C535428,D016750,0.2281
C535428,D013285,0.34286
C535428,D013341,0.20268
C535428,D014103,0.46687
C535428,C536545,0.26983
C535428,D002549,0.27468
C535428,D009472,0.27163
C535428,D009472,0.3663
C535428,D001321,0.23909
C535428,C538280,0.22397
C535428,C565850,0.34828
C535428,D003103,0.2572
C535428,C565678,0.25789
C535428,C535765,0.21285
C535428,D003554,0.2093
C535428,D001927,0.33248
C535428,C565557,0.20505
C535428,D005776,0.22679
C535428,C537150,0.24384
C535428,C538603,0.23428
C535428,D020194,0.20822
C535428,D009224,0.24981
C535428,D010009,0.20088
C535428,D052536,0.21599
C535428,D052556,0.25503
C535428,C536420,0.21674
C535428,C536063,0.2633
C535428,C538104,0.27798
C535428,C564894,0.20189
C535428,D012035,0.24649
C535428,C564847,0.32272
C535428,D012174,0.22934
C535428,C535865,0.29935
C535428,D016111,0.24619
C535428,D006111,0.23475
C535428,D020915,0.2764
C535428,D000326,0.21234
C535428,D020326,0.23821
C535428,C564714,0.21529
C535428,D001321,0.23822
C535428,C564505,0.31387
C535428,D020817,0.40124
C535428,D001321,0.23859
C535428,D001321,0.25131
C535428,D015794,0.24038
C535428,C536085,0.20671
C535428,C567924,0.23532
C535428,C536692,0.21928
C535428,D017241,0.31511
C535428,C564015,0.24923
C535428,D020734,0.26573
C535428,D004832,0.20385
C535428,D020754,0.27898
C535428,D057180,0.20401
C535428,C563401,0.42882
C535428,D013494,0.35049
C535428,D005902,0.23995
C535428,C536546,0.22882
C535428,D009223,0.27433
C535428,D012559,0.27363
C535428,D012559,0.27553
C535428,D004831,0.20302
C535428,C537537,0.32203
C535428,D012560,0.24144
C535428,C565238,0.49217
C535428,C535500,0.20217
C535428,C564676,0.32873
C535428,C535428,1
C535428,D004831,0.2099
C535428,C537217,0.20209
C535428,D001321,0.21607
C535428,C537583,0.25907
C535428,D020325,0.20969
C535428,D020326,0.21649
C535428,D020325,0.22264
C535428,D020326,0.23474
C535428,D052537,0.20128
C535428,C536119,0.21019
C535428,D004832,0.21562
C535428,C565811,0.20575
C535428,C562694,0.20875
C535428,C564330,0.20734
C535428,D001321,0.24467
C535428,C535499,0.45029
C535428,D009216,0.24088
C535428,D020817,0.31998
C535428,D001321,0.2175
C535428,D020817,0.29438
D020521,C531622,0.21001
D020521,D002538,0.31559
D020521,D050197,0.25866
D020521,C537095,0.42878
D020521,C567779,0.25818
D020521,D046589,0.21628
D020521,D004828,0.27873
D020521,D010787,0.22379
D020521,D006938,0.20042
D020521,D000075222,0.28233
D020521,D006953,0.28383
D020521,C537907,0.25667
D020521,D008575,0.30336
D020521,D020326,0.23014
D020521,D016584,0.21771
D020521,D011561,0.23055
D020521,D013922,0.21392
D020521,D019851,0.21978
D020521,C536545,0.20305
D020521,D014927,0.32661
D020521,C565905,0.21652
D020521,C537345,0.21024
D020521,C565672,0.24265
D020521,D004695,0.201
D020521,D020190,0.24769
D020521,D020326,0.30683
D020521,C564505,0.20157
D020521,D017241,0.23759
D020521,D004832,0.20996
D020521,D006502,0.26834
D020521,D053840,0.20035
D020521,D000083242,0.39385
D020521,C566552,0.24836
D020521,D006950,0.21976
D020521,D004831,0.20453
D020521,D008180,0.21877
D020521,C565325,0.2175
D020521,D020521,1
D020521,C536596,0.28008
D020521,D020325,0.26845
D020521,D020326,0.27667
D020521,D020325,0.28698
D020521,D020326,0.26758
D020521,C563817,0.54542
D020521,C565811,0.20978
D020521,C562694,0.2134
D020521,C564345,0.25657
D020521,D003327,0.234
D020521,D009203,0.27522
D020521,D009203,0.24831
D020521,C538261,0.60196
D020521,C563897,0.71724
D020521,D000075222,0.23336
D020521,D020190,0.20106
D020521,D003327,0.34069
D020521,C563834,0.26239
D010190,D015179,0.25571
D010190,C535944,0.21276
D010190,D005878,0.20224
D010190,C562464,0.21875
D010190,D000077273,0.20215
D010190,D003550,0.20192
D010190,D044903,0.32144
D010190,D010190,0.36918
D010190,D053713,0.25485
D010190,D010911,0.32938
D010190,D009765,0.21921
D010190,D044903,0.32367
D010190,D010190,1
D010190,D010051,0.28142
D010190,C563924,0.26486
D010190,D015179,0.27913
C536596,D000544,0.39266
C536596,C536595,0.66746
C536596,C531617,0.26256
C536596,D020181,0.22721
C536596,C535506,0.23029
C536596,C537095,0.21061
C536596,C566188,0.23117
C536596,D002311,0.20756
C536596,D002819,0.25923
C536596,D046589,0.21665
C536596,C565115,0.37463
C536596,D020191,0.2433
C536596,D020961,0.48434
C536596,D004828,0.21261
C536596,D006816,0.20211
C536596,D019578,0.23829
C536596,D018979,0.29296
C536596,D008575,0.23142
C536596,D009771,0.23525
C536596,D020754,0.23494
C536596,D020754,0.22253
C536596,C563476,0.26135
C536596,D010300,0.2733
C536596,D010300,0.36751
C536596,D020774,0.51288
C536596,D007690,0.20128
C536596,C536330,0.29709
C536596,D012559,0.37794
C536596,D010264,0.22187
C536596,D020754,0.27785
C536596,D020754,0.20821
C536596,C536545,0.29208
C536596,D004314,0.30269
C536596,D014927,0.23084
C536596,D000326,0.20998
C536596,D038261,0.21759
C536596,D002549,0.2968
C536596,D009472,0.28712
C536596,D009472,0.28067
C536596,C565933,0.30981
C536596,C538013,0.22048
C536596,C565850,0.22275
C536596,C565678,0.29662
C536596,D013132,0.20634
C536596,D009084,0.20199
C536596,D020194,0.35255
C536596,D052556,0.30507
C536596,C538104,0.21902
C536596,D020176,0.231
C536596,D020326,0.23389
C536596,C567924,0.24095
C536596,D007706,0.24029
C536596,D017241,0.26217
C536596,C564015,0.23711
C536596,D020734,0.2546
C536596,D004832,0.2002
C536596,D020754,0.22528
C536596,D057180,0.36245
C536596,D013494,0.3947
C536596,D000083242,0.22941
C536596,C566578,0.41051
C536596,C565728,0.62315
C536596,C565325,0.42623
C536596,D020158,0.2353
C536596,D056693,0.20354
C536596,C564676,0.20007
C536596,D020521,0.28008
C536596,C536596,1
C536596,D010300,0.20553
C536596,C564616,0.23335
C536596,D020325,0.20467
C536596,D020326,0.21173
C536596,D020325,0.21874
C536596,D020326,0.204
C536596,C563817,0.22522
C536596,C536119,0.27949
C536596,D004832,0.25397
C536596,C565811,0.20017
C536596,C562694,0.20359
C536596,C564330,0.524
C536596,C564274,0.20205
C536596,C538261,0.24755
C536596,C563897,0.22654
C536596,C563834,0.5285
D029424,D006976,0.31195
D029424,C564862,0.34883
D029424,D029424,1
D029424,D004374,0.37118
D010300,D012148,0.24425
D010300,D000544,0.21241
D010300,C536595,0.34253
D010300,C531617,0.27441
D010300,D002819,0.29848
D010300,C565115,0.31268
D010300,D020961,0.33338
D010300,C536698,0.27415
D010300,C538007,0.5039
D010300,D004828,0.27199
D010300,D010787,0.21867
D010300,D004916,0.26783
D010300,D006816,0.20119
D010300,D015417,0.23689
D010300,D019578,0.25254
D010300,D018979,0.20564
D010300,D049310,0.24042
D010300,D009771,0.34614
D010300,D010003,0.22976
D010300,C563476,0.25235
D010300,D010300,0.53497
D010300,D010300,0.3693
D010300,D010300,0.35779
D010300,D020774,0.23368
D010300,D010916,0.23527
D010300,D011928,0.20429
D010300,D002607,0.29009
D010300,D012559,0.30115
D010300,D012559,0.23294
D010300,D020754,0.20806
D010300,D020754,0.32453
D010300,D014103,0.27543
D010300,C536545,0.47915
D010300,C536406,0.32879
D010300,D014927,0.20771
D010300,D009472,0.21818
D010300,D009472,0.2309
D010300,C565933,0.20391
D010300,C565850,0.23919
D010300,D005317,0.24435
D010300,D020194,0.20429
D010300,D009224,0.24407
D010300,C538104,0.47289
D010300,C536692,0.22692
D010300,C564015,0.33058
D010300,D020734,0.48004
D010300,D004832,0.20486
D010300,D020754,0.22737
D010300,D020754,0.25076
D010300,D057180,0.25946
D010300,C563401,0.24045
D010300,D013494,0.25884
D010300,C566578,0.28307
D010300,C536546,0.35668
D010300,C566552,0.76452
D010300,C537537,0.36578
D010300,D008180,0.21373
D010300,C565325,0.21249
D010300,C565238,0.57525
D010300,C564676,0.36764
D010300,C536596,0.20553
D010300,D010300,1
D010300,C564616,0.28023
D010300,D052537,0.21395
D010300,D004832,0.22608
D010300,C565811,0.20469
D010300,C562694,0.20822
D010300,C564345,0.75516
D010300,C535499,0.21342
D010300,D012148,0.25853
D010300,C563834,0.25696
D000077274,D010911,0.2074
D000077274,D005764,0.30383
D000077274,D015451,0.28526
D000077274,D001749,0.29636
D000077274,D006528,0.20464
D000077274,D004938,0.2528
D000077274,D018310,0.36763
D000077274,D018459,0.38048
D000077274,D008258,0.23043
D000077274,D008527,0.21348
D000077274,D000077274,0.40047
D000077274,D011471,0.23464
D000077274,D054990,0.24475
D000077274,D017492,0.35065
D000077274,D018288,0.24221
D000077274,C572845,0.37329
D000077274,D000077273,0.20256
D000077274,D008175,0.3118
D000077274,D006828,0.31825
D000077274,D006689,0.25078
D000077274,D007566,0.22614
D000077274,C537150,0.2087
D000077274,C565441,0.30061
D000077274,D016481,0.27096
D000077274,D010911,0.24851
D000077274,D006502,0.21863
D000077274,D002583,0.31667
D000077274,D008228,0.2139
D000077274,D002292,0.35938
D000077274,D002280,0.38318
D000077274,C535516,0.3396
D000077274,D000098943,0.21628
D000077274,D000077274,1
D000077274,D005910,0.35487
D000077274,D010282,0.3397
D000077274,D015179,0.20802
C564616,D000544,0.26589
C564616,C536595,0.24604
C564616,C531617,0.36726
C564616,C535506,0.34316
C564616,C566188,0.34168
C564616,D002819,0.48443
C564616,D020936,0.21801
C564616,D046589,0.27852
C564616,C565115,0.3959
C564616,D020191,0.4636
C564616,D020961,0.39553
C564616,C536698,0.2459
C564616,C538007,0.39654
C564616,D004828,0.22801
C564616,D005879,0.31839
C564616,D006816,0.43567
C564616,C537156,0.21164
C564616,D019578,0.29347
C564616,D018979,0.23197
C564616,D009223,0.21868
C564616,D009771,0.26345
C564616,D020754,0.50629
C564616,D020754,0.53726
C564616,D010300,0.44396
C564616,D010300,0.38863
C564616,D010300,0.308
C564616,D020774,0.34171
C564616,D002607,0.3362
C564616,D012559,0.35199
C564616,D020754,0.56681
C564616,D020754,0.57037
C564616,C536545,0.33819
C564616,D038261,0.31345
C564616,D002549,0.30957
C564616,D009472,0.30011
C564616,D009472,0.43889
C564616,C565933,0.2858
C564616,D001260,0.25114
C564616,C538013,0.32626
C564616,D001321,0.21093
C564616,C565905,0.22641
C564616,D002817,0.20384
C564616,C565850,0.32888
C564616,D003057,0.23599
C564616,D054221,0.20353
C564616,D013132,0.36074
C564616,D009084,0.21303
C564616,D020194,0.45852
C564616,D052556,0.30784
C564616,C538104,0.28414
C564616,C564894,0.23406
C564616,C535393,0.20298
C564616,D006527,0.25365
C564616,D014983,0.22067
C564616,D000326,0.23097
C564616,D001321,0.21353
C564616,C564505,0.23756
C564616,D001321,0.20433
C564616,D001321,0.21047
C564616,C536085,0.21662
C564616,C567924,0.24254
C564616,D007706,0.26142
C564616,D017241,0.22947
C564616,D020734,0.53068
C564616,D004832,0.20182
C564616,D020754,0.47603
C564616,D020754,0.42471
C564616,D057180,0.43914
C564616,C563401,0.355
C564616,D013494,0.504
C564616,C566578,0.24795
C564616,C566552,0.2119
C564616,D009223,0.20572
C564616,D004831,0.21992
C564616,C565728,0.31993
C564616,C537537,0.37265
C564616,D020158,0.2084
C564616,C565238,0.25113
C564616,C535500,0.23424
C564616,C564676,0.25562
C564616,C536596,0.23335
C564616,D010300,0.28023
C564616,C564616,1
C564616,D004831,0.29476
C564616,D001321,0.27252
