Disease,Disease,Similarity_Score
C536420,D053206,0.012027507
C536420,D010911,0.239706063
C536420,D002764,0.040435923
C536420,D001249,0.061693498
C536420,C563439,0.012027507
C536420,C563401,0.621463994
C536420,C563371,0.376046453
C536420,C563352,0.376046453
C536420,C537243,0.061185638
C536420,C566652,0.37489916
C536420,D015470,0.055397848
C536420,D009765,0.361129845
C536420,C566645,0.376046453
C536420,D005902,0.038486764
C536420,D008180,0.054465279
C536420,C535698,0.170899101
C536420,C535699,0.170899101
C536420,C566603,0.376046453
C536420,C566602,0.376046453
C536420,D007896,0.049426687
C536420,D010001,0.028078586
C536420,C566578,0.264934685
C536420,C536546,0.438292245
C536420,C566552,0.256071442
C536420,D004915,0.029514448
C536420,C566530,0.636909854
C536420,C566404,0.333011609
C536420,C566395,0.376046453
C536420,D006111,0.041403757
C536420,C565798,0.034991755
C536420,C536253,0.041188479
C536420,D020190,0.178129311
C536420,D004831,0.218477796
C536420,C565728,0.264934685
C536420,D008180,0.054465279
C536420,D008180,0.054465279
C536420,C565325,0.264934685
C536420,C565292,0.333011609
C536420,C565291,0.333011609
C536420,C535516,0.393679018
C536420,D009290,0.256298713
C536420,C565280,0.333011609
C536420,D056693,0.278001573
C536420,C565238,0.256071442
C536420,C535500,0.264441105
C536420,C564676,0.57515572
C536420,D046152,0.029224737
C536420,C535428,0.013382573
C536420,C536596,0.264934685
C536420,D010300,0.256071442
C536420,D065631,0.492132128
C536420,D002446,0.361642804
C536420,C537217,0.37489916
C536420,D004374,0.43121507
C536420,C537583,0.488867677
C536420,D020325,0.19638856
C536420,D020326,0.182410122
C536420,D020325,0.19638856
C536420,D020326,0.182410122
C536420,C563817,0.21128662
C536420,D052537,0.241929985
C536420,C536119,0.276604701
C536420,C562694,0.251661672
C536420,D004832,0.208851088
C536420,C565811,0.384445789
C536420,C562694,0.251661672
C536420,D017681,0.022116373
C536420,C564345,0.256071442
C536420,C564330,0.531225679
C536420,D010003,0.057197518
C536420,C564306,0.317479328
C536420,D001925,0.265747762
C536420,C564296,0.397083748
C536420,C535499,0.406555496
C536420,C564274,0.268234879
C536420,D015464,0.043640844
C536420,D010282,0.032412932
C536420,C564258,0.065344932
C536420,D008180,0.054465279
C536420,C563924,0.308113462
C536420,C538261,0.21128662
C536420,C563897,0.072238116
C536420,C563838,0.046864795
C536420,C563834,0.264934685
D012516,C535282,0.039577408
D012516,C564906,0.02668087
D012516,C564899,0.040544426
D012516,C564894,0.047070104
D012516,C538556,0.026709078
D012516,C537286,0.018298153
D012516,D011087,0.161521009
D012516,D053579,0
D012516,C562688,0
D012516,C564862,0.019171039
D012516,D015212,0.033608009
D012516,D008228,0.323459066
D012516,C564847,0.03737747
D012516,D018232,0.49055258
D012516,C535865,0.047635711
D012516,D053713,0
D012516,C563236,0.384378918
D012516,D013915,0
D012516,D006111,0.011930357
D012516,C536928,0.241050049
D012516,C562794,0
D012516,C535393,0.019666249
D012516,D056729,0
D012516,D020915,0
D012516,D006527,0
D012516,C536746,0.05130767
D012516,D000326,0
D012516,D020326,0
D012516,D003922,0.02640651
D012516,C564714,0.028606644
D012516,D015794,0
D012516,C580192,0.072672575
D012516,D003919,0.005628282
D012516,D056889,0
D012516,C536085,0.023625266
D012516,C567924,0
D012516,C564118,0
D012516,C562901,0.044312908
D012516,D016649,0
D012516,C536692,0.033983058
D012516,D017241,0
D012516,C564015,0.024500184
D012516,C564005,0
D012516,D011470,0.013351452
D012516,D020734,0.033661609
D012516,D004832,0
D012516,D016481,0.016772284
D012516,C563959,0.02640651
D012516,C563949,0.051090785
D012516,C535697,0
D012516,C563933,0.031591078
D012516,D053206,0
D012516,D010911,0.182350751
D012516,D002764,0.010962523
D012516,D001249,0.032220098
D012516,C563439,0
D012516,C563401,0.036838383
D012516,C563371,0.02640651
D012516,C563352,0.02640651
D012516,C537243,0.208567055
D012516,C566652,0.029739777
D012516,D015470,0.298419921
D012516,D009765,0.038121058
D012516,C566645,0.02640651
D012516,D005902,0.009013364
D012516,D008180,0.071626204
D012516,C535698,0
D012516,C535699,0
D012516,C566603,0.02640651
D012516,C566602,0.02640651
D012516,D007896,0.030491534
D012516,D010001,0
D012516,C566578,0.028118829
D012516,C536546,0.0047645
D012516,C566552,0.024500184
D012516,D004915,0.24351835
D012516,C566530,0.018298153
D012516,C566404,0.023026427
D012516,C566395,0.02640651
D012516,D006111,0.011930357
D012516,C565798,0.035393032
D012516,C536253,0.02735351
D012516,D020190,0
D012516,D004831,0.001497628
D012516,C565728,0.028118829
D012516,D008180,0.071626204
D012516,D008180,0.071626204
D012516,C565325,0.028118829
D012516,C565292,0.043302204
D012516,C565291,0.023026427
D012516,C535516,0.400181379
D012516,D009290,0
D012516,C565280,0.023026427
D012516,D056693,0
D012516,C565238,0.024500184
D012516,C535500,0
D012516,C564676,0.036838383
D012516,D046152,0.548746889
D012516,C535428,0
D012516,C536596,0.028118829
D012516,D010300,0.024500184
D012516,D065631,0.020512531
D012516,D002446,0.012420573
D012516,C537217,0
D012516,D004374,0.004149673
D012516,C537583,0.010047792
D012516,D020325,0
D012516,D020326,0
D012516,D020325,0
D012516,D020326,0
D012516,C563817,0.022160153
D012516,D052537,0
D012516,C536119,0
D012516,C562694,0.018721909
D012516,D004832,0
D012516,C565811,0.018721909
D012516,C562694,0.018721909
D012516,D017681,0
D012516,C564345,0.024500184
D012516,C564330,0.028118829
D012516,D010003,0.061887058
D012516,C564306,0
D012516,D001925,0.024214594
D012516,C564296,0.01573401
D012516,C535499,0.010186205
D012516,C564274,0
D012516,D015464,0.271672454
D012516,D010282,0.167981884
D012516,C564258,0.035871532
D012516,D008180,0.071626204
D012516,C563924,0.239502563
D012516,C538261,0.022160153
D012516,C563897,0.042764716
D012516,C563838,0.017391395
D012516,C563834,0.028118829
C535282,C564906,0.416043629
C535282,C564899,0.075505309
C535282,C564894,0.427932379
C535282,C538556,0.047998807
C535282,C537286,0.328541434
C535282,D011087,0.021467332
C535282,D053579,0.268214104
C535282,C562688,0.317106777
C535282,C564862,0.040460768
C535282,D015212,0.054897738
C535282,D008228,0.059734973
C535282,C564847,0.438873752
C535282,D018232,0
C535282,C535865,0.599325666
C535282,D053713,0.008488662
C535282,C563236,0.078986299
C535282,D013915,0.293449417
C535282,D006111,0.754466302
C535282,C536928,0.417379865
C535282,C562794,0.317106777
C535282,C535393,0.187283374
C535282,D056729,0.242016419
C535282,D020915,0.12328023
C535282,D006527,0.311514499
C535282,C536746,1
C535282,D000326,0.282883046
C535282,D020326,0.126578797
C535282,D003922,0.047696239
C535282,C564714,0.791622524
C535282,D015794,0.316856838
C535282,C580192,0.41887025
C535282,D003919,0.034873348
C535282,D056889,0.509438526
C535282,C536085,0.429288187
C535282,C567924,0.149021475
C535282,C564118,0.015675986
C535282,C562901,0.41887025
C535282,D016649,0.011660481
C535282,C536692,0.420859586
C535282,D017241,0.293097925
C535282,C564015,0.192570494
C535282,C564005,0.317106777
C535282,D011470,0.034641182
C535282,D020734,0.209211119
C535282,D004832,0.150865964
C535282,D016481,0.038062014
C535282,C563959,0.047696239
C535282,C563949,0.072380514
C535282,C535697,0.016202078
C535282,C563933,0.052880808
C535282,D053206,0.003843837
C535282,D010911,0.179395859
C535282,D002764,0.032252252
C535282,D001249,0.053509827
C535282,C563439,0.003843837
C535282,C563401,0.290597877
C535282,C563371,0.047696239
C535282,C563352,0.047696239
C535282,C537243,0.053001967
C535282,C566652,0.470262573
C535282,D015470,0.047214177
C535282,D009765,0.059410787
C535282,C566645,0.047696239
C535282,D005902,0.386951876
C535282,D008180,0.046281608
C535282,C535698,0.016202078
C535282,C535699,0.016202078
C535282,C566603,0.047696239
C535282,C566602,0.047696239
C535282,D007896,0.041243016
C535282,D010001,0.377770779
C535282,C566578,0.199937545
C535282,C536546,0.50799683
C535282,C566552,0.192570494
C535282,D004915,0.021330777
C535282,C566530,0.201747376
C535282,C566404,0.347025447
C535282,C566395,0.047696239
C535282,D006111,0.754466302
C535282,C565798,0.279522592
C535282,C536253,0.293046668
C535282,D020190,0.123123478
C535282,D004831,0.159448433
C535282,C565728,0.199937545
C535282,D008180,0.046281608
C535282,D008180,0.046281608
C535282,C565325,0.199937545
C535282,C565292,0.347025447
C535282,C565291,0.347025447
C535282,C535516,0.417379865
C535282,D009290,0.152669974
C535282,C565280,0.347025447
C535282,D056693,0.264385267
C535282,C565238,0.192570494
C535282,C535500,0.285726533
C535282,C564676,0.217393148
C535282,D046152,0.021041067
C535282,C535428,0.348010096
C535282,C536596,0.199937545
C535282,D010300,0.192570494
C535282,D065631,0.041802261
C535282,D002446,0.033710303
C535282,C537217,0.470262573
C535282,D004374,0.43121507
C535282,C537583,0.50799683
C535282,D020325,0.139276344
C535282,D020326,0.126578797
C535282,D020325,0.139276344
C535282,D020326,0.126578797
C535282,C563817,0.043449882
C535282,D052537,0.232782233
C535282,C536119,0.268231238
C535282,C562694,0.187483337
C535282,D004832,0.150865964
C535282,C565811,0.189549697
C535282,C562694,0.187483337
C535282,D017681,0.013932702
C535282,C564345,0.192570494
C535282,C564330,0.201033505
C535282,D010003,0.322447896
C535282,C564306,0.309625891
C535282,D001925,0.198999848
C535282,C564296,0.495360698
C535282,C535499,0.178210822
C535282,C564274,0.268234879
C535282,D015464,0.035457173
C535282,D010282,0.024229261
C535282,C564258,0.057161262
C535282,D008180,0.046281608
C535282,C563924,0.319815055
C535282,C538261,0.043449882
C535282,C563897,0.064054445
C535282,C563838,0.404551151
C535282,C563834,0.199937545
C564906,C564899,0.02983457
C564906,C564894,0.036360248
C564906,C538556,0.247542162
C564906,C537286,0.007588297
C564906,D011087,0
C564906,D053579,0
C564906,C562688,0.210022172
C564906,C564862,0.008461182
C564906,D015212,0.260928497
C564906,D008228,0.31348451
C564906,C564847,0.38260519
C564906,D018232,0
C564906,C535865,0.356375838
C564906,D053713,0
C564906,C563236,0.046986713
C564906,D013915,0
C564906,D006111,0.417345925
C564906,C536928,0.266517791
C564906,C562794,0.210022172
C564906,C535393,0.008956393
C564906,D056729,0
C564906,D020915,0
C564906,D006527,0.197424167
C564906,C536746,0.260723759
C564906,D000326,0
C564906,D020326,0
C564906,D003922,0.442442993
C564906,C564714,0.302161319
C564906,D015794,0.26669237
C564906,C580192,0.454056579
C564906,D003919,0
C564906,D056889,0
C564906,C536085,0.295605235
C564906,C567924,0
C564906,C564118,0
C564906,C562901,0.033603052
C564906,D016649,0
C564906,C536692,0.265716717
C564906,D017241,0.226345515
C564906,C564015,0.013790327
C564906,C564005,0.210022172
C564906,D011470,0.002641596
C564906,D020734,0.022951752
C564906,D004832,0
C564906,D016481,0.006062428
C564906,C563959,0.442442993
C564906,C563949,0.356844498
C564906,C535697,0
C564906,C563933,0.020881222
C564906,D053206,0
C564906,D010911,0.006726755
C564906,D002764,0.471089689
C564906,D001249,0.300841112
C564906,C563439,0
C564906,C563401,0.265716717
C564906,C563371,0.442442993
C564906,C563352,0.442442993
C564906,C537243,0.021002381
C564906,C566652,0.38736136
C564906,D015470,0.015214591
C564906,D009765,0.027411202
C564906,C566645,0.442442993
C564906,D005902,0.339740996
C564906,D008180,0.473528189
C564906,C535698,0
C564906,C535699,0
C564906,C566603,0.442442993
C564906,C566602,0.442442993
C564906,D007896,0.276438346
C564906,D010001,0.259525198
C564906,C566578,0.017408973
C564906,C536546,0
C564906,C566552,0.013790327
C564906,D004915,0
C564906,C566530,0.007588297
C564906,C566404,0.272940497
C564906,C566395,0.442442993
C564906,D006111,0.417345925
C564906,C565798,0.536947003
C564906,C536253,0.470038076
C564906,D020190,0
C564906,D004831,0
C564906,C565728,0.017408973
C564906,D008180,0.473528189
C564906,D008180,0.473528189
C564906,C565325,0.017408973
C564906,C565292,0.309633564
C564906,C565291,0.272940497
C564906,C535516,0.303915365
C564906,D009290,0
C564906,C565280,0.272940497
C564906,D056693,0
C564906,C565238,0.013790327
C564906,C535500,0
C564906,C564676,0.026128526
C564906,D046152,0.20363361
C564906,C535428,0.297319295
C564906,C536596,0.017408973
C564906,D010300,0.013790327
C564906,D065631,0.27875793
C564906,D002446,0.221712096
C564906,C537217,0
C564906,D004374,0
C564906,C537583,0.341246372
C564906,D020325,0
C564906,D020326,0
C564906,D020325,0
C564906,D020326,0
C564906,C563817,0.011450297
C564906,D052537,0
C564906,C536119,0
C564906,C562694,0.008012053
C564906,D004832,0
C564906,C565811,0.008012053
C564906,C562694,0.008012053
C564906,D017681,0
C564906,C564345,0.013790327
C564906,C564330,0.017408973
C564906,D010003,0.566040257
C564906,C564306,0
C564906,D001925,0.013504738
C564906,C564296,0.224150044
C564906,C535499,0
C564906,C564274,0
C564906,D015464,0.003457587
C564906,D010282,0
C564906,C564258,0.025161676
C564906,D008180,0.473528189
C564906,C563924,0.195073912
C564906,C538261,0.011450297
C564906,C563897,0.03205486
C564906,C563838,0.356202805
C564906,C563834,0.017408973
C564899,C564894,0.389347579
C564899,C538556,0.455687854
C564899,C537286,0.370734365
C564899,D011087,0.418395023
C564899,D053579,0
C564899,C562688,0
C564899,C564862,0.041427787
C564899,D015212,0.055864757
C564899,D008228,0.419170195
C564899,C564847,0.08124358
C564899,D018232,0.000471193
C564899,C535865,0.37680943
C564899,D053713,0.009455681
C564899,C563236,0.079953317
C564899,D013915,0.374838885
C564899,D006111,0.034187105
C564899,C536928,0.081270709
C564899,C562794,0
C564899,C535393,0.389347579
C564899,D056729,0.319228108
C564899,D020915,0.304149701
C564899,D006527,0.02975754
C564899,C536746,0.189884175
C564899,D000326,0.037140995
C564899,D020326,0.013652444
C564899,D003922,0.048663258
C564899,C564714,0.050863392
C564899,D015794,0
C564899,C580192,0.615657737
C564899,D003919,0.038801399
C564899,D056889,0
C564899,C536085,0.306255905
C564899,C567924,0.030018904
C564899,C564118,0.267857243
C564899,C562901,0.066569657
C564899,D016649,0.0126275
C564899,C536692,0.448370413
C564899,D017241,0.013983262
C564899,C564015,0.059618455
C564899,C564005,0
C564899,D011470,0.035608201
C564899,D020734,0.071917369
C564899,D004832,0.031345712
C564899,D016481,0.039029032
C564899,C563959,0.048663258
C564899,C563949,0.353584328
C564899,C535697,0.158940035
C564899,C563933,0.053847826
C564899,D053206,0.004810856
C564899,D010911,0.049034223
C564899,D002764,0.033219271
C564899,D001249,0.054476846
C564899,C563439,0.004810856
C564899,C563401,0.437578804
C564899,C563371,0.048663258
C564899,C563352,0.048663258
C564899,C537243,0.053968986
C564899,C566652,0.522039501
C564899,D015470,0.048181196
C564899,D009765,0.341647884
C564899,C566645,0.048663258
C564899,D005902,0.031270112
C564899,D008180,0.047248627
C564899,C535698,0.158940035
C564899,C535699,0.158940035
C564899,C566603,0.048663258
C564899,C566602,0.048663258
C564899,D007896,0.042210035
C564899,D010001,0.020861934
C564899,C566578,0.065366836
C564899,C536546,0.360852952
C564899,C566552,0.059618455
C564899,D004915,0.416818993
C564899,C566530,0.370734365
C564899,C566404,0.034201068
C564899,C566395,0.048663258
C564899,D006111,0.034187105
C564899,C565798,0.027775103
C564899,C536253,0.033971827
C564899,D020190,0.012509275
C564899,D004831,0.037461001
C564899,C565728,0.065366836
C564899,D008180,0.047248627
C564899,D008180,0.047248627
C564899,C565325,0.065366836
C564899,C565292,0.054476846
C564899,C565291,0.034201068
C564899,C535516,0.060307822
C564899,D009290,0.073264424
C564899,C565280,0.034201068
C564899,D056693,0
C564899,C565238,0.059618455
C564899,C535500,0.012861524
C564899,C564676,0.437578804
C564899,D046152,0.022008085
C564899,C535428,0.006165921
C564899,C536596,0.065366836
C564899,D010300,0.059618455
C564899,D065631,0.04276928
C564899,D002446,0.034677322
C564899,C537217,0.016818929
C564899,D004374,0.026406421
C564899,C537583,0.361701351
C564899,D020325,0.023045541
C564899,D020326,0.013652444
C564899,D020325,0.023045541
C564899,D020326,0.013652444
C564899,C563817,0.197432785
C564899,D052537,0.245076226
C564899,C536119,0.281616827
C564899,C562694,0.058677316
C564899,D004832,0.031345712
C564899,C565811,0.349227533
C564899,C562694,0.058677316
C564899,D017681,0.648463625
C564899,C564345,0.059618455
C564899,C564330,0.339779432
C564899,D010003,0.049980866
C564899,C564306,0.028702532
C564899,D001925,0.068080704
C564899,C564296,0.300762288
C564899,C535499,0.370971626
C564899,C564274,0.014991259
C564899,D015464,0.449966196
C564899,D010282,0.02519628
C564899,C564258,0.05812828
C564899,D008180,0.047248627
C564899,C563924,0.02381089
C564899,C538261,0.197432785
C564899,C563897,0.065021464
C564899,C563838,0.039648143
C564899,C563834,0.065366836
C564894,C538556,0.301534539
C564894,C537286,0.368243036
C564894,D011087,0.028960028
C564894,D053579,0.344041314
C564894,C562688,0.336315512
C564894,C564862,0.047953465
C564894,D015212,0.062390435
C564894,D008228,0.06722767
C564894,C564847,0.336534455
C564894,D018232,0.006996871
C564894,C535865,0.383882066
C564894,D053713,0.015981359
C564894,C563236,0.086478995
C564894,D013915,0.37139498
C564894,D006111,0.040712783
C564894,C536928,0.512330183
C564894,C562794,0.336315512
C564894,C535393,1
C564894,D056729,0.315077507
C564894,D020915,0.30126725
C564894,D006527,0.635119154
C564894,C536746,0.405205886
C564894,D000326,0.582696436
C564894,D020326,0.212351461
C564894,D003922,0.055188936
C564894,C564714,0.514967341
C564894,D015794,0.351459277
C564894,C580192,0.514967341
C564894,D003919,0.055516221
C564894,D056889,0.31316472
C564894,C536085,0.358604809
C564894,C567924,0.239036371
C564894,C564118,0.250074825
C564894,C562901,0.514967341
C564894,D016649,0.019153178
C564894,C536692,0.613054523
C564894,D017241,0.429789572
C564894,C564015,0.561675205
C564894,C564005,0.336315512
C564894,D011470,0.042133879
C564894,D020734,0.348799065
C564894,D004832,0.241208408
C564894,D016481,0.04555471
C564894,C563959,0.055188936
C564894,C563949,0.323352105
C564894,C535697,0.149122738
C564894,C563933,0.060373504
C564894,D053206,0.011336534
C564894,D010911,0.270533748
C564894,D002764,0.039744949
C564894,D001249,0.061002524
C564894,C563439,0.011336534
C564894,C563401,0.787217319
C564894,C563371,0.055188936
C564894,C563352,0.055188936
C564894,C537243,0.060494664
C564894,C566652,0.623002366
C564894,D015470,0.054706874
C564894,D009765,0.325198778
C564894,C566645,0.055188936
C564894,D005902,0.03779579
C564894,D008180,0.053774305
C564894,C535698,0.149122738
C564894,C535699,0.149122738
C564894,C566603,0.055188936
C564894,C566602,0.055188936
C564894,D007896,0.048735713
C564894,D010001,0.027387612
C564894,C566578,0.56970775
C564894,C536546,0.698047332
C564894,C566552,0.561675205
C564894,D004915,0.028823474
C564894,C566530,0.368243036
C564894,C566404,0.430715977
C564894,C566395,0.055188936
C564894,D006111,0.040712783
C564894,C565798,0.034300781
C564894,C536253,0.040497505
C564894,D020190,0.207359498
C564894,D004831,0.251390203
C564894,C565728,0.56970775
C564894,D008180,0.053774305
C564894,D008180,0.053774305
C564894,C565325,0.56970775
C564894,C565292,0.430715977
C564894,C565291,0.430715977
C564894,C535516,0.512330183
C564894,D009290,0.26843954
C564894,C565280,0.430715977
C564894,D056693,0.341437558
C564894,C565238,0.561675205
C564894,C535500,0.380415087
C564894,C564676,0.787217319
C564894,D046152,0.028533763
C564894,C535428,0.012691599
C564894,C536596,0.56970775
C564894,D010300,0.561675205
C564894,D065631,0.049294958
C564894,D002446,0.041203
C564894,C537217,0.623002366
C564894,D004374,0.314898792
C564894,C537583,0.669855702
C564894,D020325,0.226992368
C564894,D020326,0.212351461
C564894,D020325,0.226992368
C564894,D020326,0.212351461
C564894,C563817,0.187622347
C564894,D052537,0.316448075
C564894,C536119,0.355542319
C564894,C562694,0.290579068
C564894,D004832,0.241208408
C564894,C565811,0.371614305
C564894,C562694,0.290579068
C564894,D017681,0.021425399
C564894,C564345,0.561675205
C564894,C564330,0.582995664
C564894,D010003,0.056506544
C564894,C564306,0.403400703
C564894,D001925,0.310095143
C564894,C564296,0.654071148
C564894,C535499,0.683298176
C564894,C564274,0.279585643
C564894,D015464,0.04294987
C564894,D010282,0.031721958
C564894,C564258,0.064653958
C564894,D008180,0.053774305
C564894,C563924,0.399081924
C564894,C538261,0.187622347
C564894,C563897,0.071547142
C564894,C563838,0.046173821
C564894,C563834,0.56970775
C538556,C537286,0.300323251
C538556,D011087,0.334190187
C538556,D053579,0.312619371
C538556,C562688,0.460422447
C538556,C564862,0.027592439
C538556,D015212,0.498793188
C538556,D008228,0.337031908
C538556,C564847,0.04579887
C538556,D018232,0
C538556,C535865,0.292869122
C538556,D053713,0.262412888
C538556,C563236,0.3097878
C538556,D013915,0.29767527
C538556,D006111,0.020351756
C538556,C536928,0.489352007
C538556,C562794,0.460422447
C538556,C535393,0.582577494
C538556,D056729,0.248053
C538556,D020915,0.223076202
C538556,D006527,0.331926305
C538556,C536746,0.179140456
C538556,D000326,0.29007369
C538556,D020326,0
C538556,D003922,0.388035718
C538556,C564714,0.037028044
C538556,D015794,0
C538556,C580192,0.391056077
C538556,D003919,0.384857605
C538556,D056889,0.250718462
C538556,C536085,0.236415999
C538556,C567924,0.002476931
C538556,C564118,0.258878172
C538556,C562901,0.488613565
C538556,D016649,0.24611898
C538556,C536692,0.34601436
C538556,D017241,0.288449725
C538556,C564015,0.406234176
C538556,C564005,0.460422447
C538556,D011470,0.287729456
C538556,D020734,0.042083008
C538556,D004832,0.003803739
C538556,D016481,0.025193684
C538556,C563959,0.388035718
C538556,C563949,0.41601366
C538556,C535697,0.15495898
C538556,C563933,0.406781586
C538556,D053206,0.554864038
C538556,D010911,0.025858011
C538556,D002764,0.272011564
C538556,D001249,0.040641498
C538556,C563439,0.554864038
C538556,C563401,0.339406589
C538556,C563371,0.388035718
C538556,C563352,0.388035718
C538556,C537243,0.342428326
C538556,C566652,0.486456725
C538556,D015470,0.034345847
C538556,D009765,0.472779648
C538556,C566645,0.388035718
C538556,D005902,0.017434764
C538556,D008180,0.033413279
C538556,C535698,0.15495898
C538556,C535699,0.15495898
C538556,C566603,0.388035718
C538556,C566602,0.388035718
C538556,D007896,0.028374687
C538556,D010001,0.007026585
C538556,C566578,0.036540229
C538556,C536546,0.275228588
C538556,C566552,0.032921583
C538556,D004915,0.333224921
C538556,C566530,0.343015669
C538556,C566404,0.02036572
C538556,C566395,0.388035718
C538556,D006111,0.020351756
C538556,C565798,0.013939755
C538556,C536253,0.020136479
C538556,D020190,0
C538556,D004831,0.009919028
C538556,C565728,0.036540229
C538556,D008180,0.033413279
C538556,D008180,0.033413279
C538556,C565325,0.036540229
C538556,C565292,0.040641498
C538556,C565291,0.02036572
C538556,C535516,0.347788408
C538556,D009290,0.031792507
C538556,C565280,0.02036572
C538556,D056693,0.276654008
C538556,C565238,0.032921583
C538556,C535500,0
C538556,C564676,0.339406589
C538556,D046152,0.319665129
C538556,C535428,0
C538556,C536596,0.036540229
C538556,D010300,0.032921583
C538556,D065631,0.028933931
C538556,D002446,0.808885219
C538556,C537217,0
C538556,D004374,0.012571073
C538556,C537583,0.279513225
C538556,D020325,0
C538556,D020326,0
C538556,D020325,0
C538556,D020326,0
C538556,C563817,0.193922383
C538556,D052537,0.242798502
C538556,C536119,0.277968989
C538556,C562694,0.027143309
C538556,D004832,0.003803739
C538556,C565811,0.257861511
C538556,C562694,0.027143309
C538556,D017681,0.330799276
C538556,C564345,0.032921583
C538556,C564330,0.256301917
C538556,D010003,0.036145518
C538556,C564306,0.31926601
C538556,D001925,0.032635994
C538556,C564296,0.355653056
C538556,C535499,0.284586712
C538556,C564274,0
C538556,D015464,0.360636826
C538556,D010282,0.011360932
C538556,C564258,0.044292932
C538556,D008180,0.033413279
C538556,C563924,0.376120944
C538556,C538261,0.193922383
C538556,C563897,0.051186116
C538556,C563838,0.025812794
C538556,C563834,0.036540229
C537286,D011087,0.000188077
C537286,D053579,0.169876363
C537286,C562688,0.15748846
C537286,C564862,0.019181514
C537286,D015212,0.033618484
C537286,D008228,0.038455719
C537286,C564847,0.253245032
C537286,D018232,0
C537286,C535865,0.531552998
C537286,D053713,0.163954667
C537286,C563236,0.393169597
C537286,D013915,0.149329495
C537286,D006111,0.222784376
C537286,C536928,0.271158428
C537286,C562794,0.15748846
C537286,C535393,0.368243036
C537286,D056729,0.137896128
C537286,D020915,0.281672659
C537286,D006527,0.203783656
C537286,C536746,0.328541434
C537286,D000326,0.275569714
C537286,D020326,0.153422943
C537286,D003922,0.25048727
C537286,C564714,0.221597072
C537286,D015794,0.145537407
C537286,C580192,0.311371486
C537286,D003919,0.246613068
C537286,D056889,0.181841487
C537286,C536085,0.445057448
C537286,C567924,0.177158474
C537286,C564118,0.240007531
C537286,C562901,0.254963743
C537286,D016649,0.344393135
C537286,C536692,0.724260629
C537286,D017241,0.181446525
C537286,C564015,0.22376406
C537286,C564005,0.15748846
C537286,D011470,0.182455695
C537286,D020734,0.241897021
C537286,D004832,0.17911017
C537286,D016481,0.016782759
C537286,C563959,0.25048727
C537286,C563949,0.311323533
C537286,C535697,0.143862855
C537286,C563933,0.261207094
C537286,D053206,0.163606701
C537286,D010911,0.261118286
C537286,D002764,0.010972997
C537286,D001249,0.032230573
C537286,C563439,0.163606701
C537286,C563401,0.416755819
C537286,C563371,0.25048727
C537286,C563352,0.25048727
C537286,C537243,0.226175907
C537286,C566652,0.231992691
C537286,D015470,0.025934922
C537286,D009765,0.315285174
C537286,C566645,0.25048727
C537286,D005902,0.009023839
C537286,D008180,0.025002354
C537286,C535698,0.143862855
C537286,C535699,0.143862855
C537286,C566603,0.25048727
C537286,C566602,0.25048727
C537286,D007896,0.019963762
C537286,D010001,0
C537286,C566578,0.231799945
C537286,C536546,0.345453266
C537286,C566552,0.22376406
C537286,D004915,5.15E-05
C537286,C566530,1
C537286,C566404,0.18706243
C537286,C566395,0.25048727
C537286,D006111,0.222784376
C537286,C565798,0.00552883
C537286,C536253,0.011725554
C537286,D020190,0.149820865
C537286,D004831,0.188213569
C537286,C565728,0.231799945
C537286,D008180,0.025002354
C537286,D008180,0.025002354
C537286,C565325,0.231799945
C537286,C565292,0.193452933
C537286,C565291,0.18706243
C537286,C535516,0.240117891
C537286,D009290,0.206216978
C537286,C565280,0.18706243
C537286,D056693,0.142448315
C537286,C565238,0.22376406
C537286,C535500,0.168770469
C537286,C564676,0.416755819
C537286,D046152,0
C537286,C535428,0
C537286,C536596,0.231799945
C537286,D010300,0.22376406
C537286,D065631,0.40336791
C537286,D002446,0.012431048
C537286,C537217,0.231992691
C537286,D004374,0.248200595
C537286,C537583,0.349218227
C537286,D020325,0.166765546
C537286,D020326,0.153422943
C537286,D020325,0.166765546
C537286,D020326,0.153422943
C537286,C563817,0.182258412
C537286,D052537,0.140476469
C537286,C536119,0.169494979
C537286,C562694,0.21831587
C537286,D004832,0.17911017
C537286,C565811,0.326429038
C537286,C562694,0.21831587
C537286,D017681,0
C537286,C564345,0.22376406
C537286,C564330,0.322496962
C537286,D010003,0.027734593
C537286,C564306,0.20011439
C537286,D001925,0.23094346
C537286,C564296,0.287205997
C537286,C535499,0.349978163
C537286,C564274,0.171444454
C537286,D015464,0.014177919
C537286,D010282,0.214028839
C537286,C564258,0.035882007
C537286,D008180,0.025002354
C537286,C563924,0.1703215
C537286,C538261,0.182258412
C537286,C563897,0.042775191
C537286,C563838,0.01740187
C537286,C563834,0.231799945
D011087,D053579,0
D011087,C562688,0
D011087,C564862,0.001060963
D011087,D015212,0.015497933
D011087,D008228,0.330945762
D011087,C564847,0.019267394
D011087,D018232,0.107002241
D011087,C535865,0.006760769
D011087,D053713,0
D011087,C563236,0.260132538
D011087,D013915,0.278171206
D011087,D006111,0
D011087,C536928,0.28436425
D011087,C562794,0
D011087,C535393,0.001556173
D011087,D056729,0.230501073
D011087,D020915,0
D011087,D006527,0
D011087,C536746,0.021467332
D011087,D000326,0
D011087,D020326,0
D011087,D003922,0.008296434
D011087,C564714,0.010496568
D011087,D015794,0
