Disease,Protein
D001749,Q5JT61
D019969,Q5QPM2
D001943,Q86SE5
D008106,Q53T50
D002277,P62826
D015674,P62826
D008325,P62826
D010003,P62826
D007680,P43487
D013274,Q6VN20
D016403,P46060
D004195,Q9HD47
D015473,Q5T3T1
D008545,Q5T3T1
D010190,Q5T3T1
D013964,Q5T3T1
D001172,P10114
D004831,Q17RH5
D058186,Q569L6
D018149,Q569L6
D009765,Q569L6
D029424,Q569L6
D019969,Q92565
D001327,Q13702
D009135,Q13702
D001943,Q6I9R7
D006528,Q6I9R7
D050171,Q6I9R7
D015473,Q6I9R7
D000230,Q86UC5
D001943,Q86UC5
D002294,Q86UC5
D004715,Q86UC5
D006258,Q86UC5
D008175,Q86UC5
D013274,Q86UC5
D002583,Q86UC5
D066126,Q9BZI0
D002972,Q9BZI0
D006331,Q9BZI0
D008106,P49788
D013274,P49788
D018149,Q99969
D002277,Q7Z4M2
D002294,Q7Z4M2
D056486,Q7Z4M2
D015674,Q7Z4M2
D008325,Q7Z4M2
D008545,Q15283
D009361,Q6P4F9
D009374,Q6P4F9
D013274,Q6P4F9
D011471,Q9Y272
D004409,Q8IUU5
D008180,Q8IV61
D015179,Q6T310
D004715,Q6T310
D000230,Q1W2K8
D002289,Q1W2K8
D002312,Q1W2K8
D008175,Q1W2K8
D015674,Q1W2K8
D008654,Q1W2K8
D048629,Q1W2K8
D001745,Q1W2K8
D001749,Q1W2K8
D008106,Q5T739
D007680,Q8TEK8
D019465,Q9Y2V3
D008545,Q9Y2V3
D002545,Q92728
D001943,Q92728
D002277,Q92728
D006528,Q92728
D002289,Q92728
D008114,Q92728
D015674,Q92728
D008325,Q92728
D009362,Q92728
D009374,Q92728
D010190,Q92728
D054198,Q92728
D011471,Q92728
D013262,Q92728
D001749,Q92728
D001943,Q8TDY2
D012559,Q8TDY2
D006332,Q5JWR1
D001321,Q9NWB1
D012640,Q9NWB1
D015451,Q08999
D008106,Q08999
D010051,Q08999
D011618,Q5JX62
D001281,Q5T481
D001943,Q9H5V0
D008106,Q9H5V0
D015179,Q9H0Z9
D009361,Q9H0Z9
D002289,Q6IRX3
D002277,P29374
D056486,P29374
D005317,P29374
D015674,P29374
D008325,P29374
D013274,P29374
D001327,P10745
D001943,Q5VY30
D002277,Q5VY30
D006333,Q5VY30
D007674,Q5VY30
D015674,Q5VY30
D008325,Q5VY30
D009336,Q5VY30
D013274,Q5VY30
D001172,Q06330
D004715,Q06330
D009103,Q06330
D013262,P62877
D001172,P53805
D006528,P53805
D019465,P53805
D006330,P53805
D008175,Q96BL1
D004195,Q5VZU3
D002277,Q15293
D008106,Q15293
D015674,Q15293
D008325,Q15293
D008106,Q14257
D010003,Q96D15
D003110,Q9UKL0
D008106,Q6JBY9
D019465,Q8IZV5
D005313,Q8IZV5
D008106,Q8IZV5
D056486,Q8NBN7
D008106,Q8NBN7
D009336,Q8NBN7
D012640,Q8WVC0
D002779,Q6PKD3
D065626,Q6PKD3
D002289,Q6P9E2
D003110,Q6P9E2
D005909,Q6P9E2
D008106,Q6P9E2
D009361,Q6P9E2
D009362,Q6P9E2
D001943,P46063
D001281,Q9H902
D001281,Q8WV73
D001321,Q8WV73
D056486,Q00765
D002779,Q00765
D008106,Q00765
D006973,Q6UW15
D013274,Q9BYZ8
D001172,Q04864
D006689,Q04864
D018476,Q04864
D008569,Q04864
D011565,Q04864
D014202,Q04864
D000230,Q96F54
D019969,Q96F54
D002545,Q96F54
D001932,Q96F54
D001943,Q96F54
D002292,Q96F54
D002471,Q96F54
D002779,Q96F54
D003092,Q96F54
D003110,Q96F54
D003556,Q96F54
D003921,Q96F54
D003924,Q96F54
D003925,Q96F54
D003928,Q96F54
D003875,Q96F54
D006529,Q96F54
D006973,Q96F54
D007676,Q96F54
D008105,Q96F54
D008106,Q96F54
D009361,Q96F54
D009374,Q96F54
D015427,Q96F54
D012878,Q96F54
D013274,Q96F54
D013345,Q96F54
D008106,Q8IUW5
D000544,Q75MM8
D001321,Q75MM8
D001714,Q75MM8
D003866,Q75MM8
D003865,Q75MM8
D012559,Q75MM8
D000419,Q693B1
D000740,Q693B1
D053099,Q693B1
D006332,Q693B1
D003921,Q693B1
D064420,Q693B1
D005317,Q693B1
D005355,Q693B1
D006333,Q693B1
D006470,Q693B1
D006973,Q693B1
D006974,Q693B1
D017379,Q693B1
D007022,Q693B1
D007511,Q693B1
D007674,Q693B1
D008103,Q693B1
D009203,Q693B1
D010024,Q693B1
D011507,Q693B1
D011565,Q693B1
D013375,Q693B1
D002311,P51606
D001943,Q8NFH8
D012640,Q13127
D002051,Q9UQV8
D015179,Q9UQV8
D010673,Q9UQV8
D013226,Q9UQV8
D013964,Q9UQV8
D003924,Q9HD89
D006333,Q9HD89
D006556,Q9HD89
D007333,Q9HD89
D007676,Q9HD89
D015473,Q9HD89
D024821,Q9HD89
D002524,P41440
D003110,P41440
D004195,P35249
D011471,Q969G6
D002779,Q8N5W9
D015430,Q9Y644
D012871,P48380
D008545,Q8HWS3
D011471,Q8HWS3
D017202,Q9H4X1
D001172,Q6NW40
D011471,Q6NW40
D056486,Q15493
D007674,Q15493
D008103,Q15493
D008106,Q15493
D008114,Q15493
D012871,Q08116
D012559,Q8WX96
D019969,Q9UGC6
D001943,Q49A86
D006973,Q49A86
D015470,Q49A86
D008106,Q49A86
D010302,Q49A86
D013274,Q49A86
D008106,Q8WVE9
D004715,P49798
D020521,Q5T3H5
D004409,Q4QRI4
D011605,Q4QRI4
D012559,Q4QRI4
D010190,Q8TEB9
D019966,Q9Y3P4
D002289,Q6NZ61
D000014,P61586
D000505,P61586
D002277,P61586
D019970,P61586
D019465,P61586
D004195,P61586
D056784,P61586
D009361,P61586
D011507,P61586
D013274,P61586
D013375,P61586
D001749,P61586
D010523,Q9BYZ6
D017202,Q5JR08
D009362,Q5JR08
D009202,Q9H4E5
D003110,Q9H4E5
D008106,P17081
D011471,Q9BWJ2
D015179,Q8IUC4
D001943,Q9H4K1
D001943,Q9NPQ8
D017114,P52758
D001321,Q3ZCW0
D001714,Q3ZCW0
D008545,Q13671
D008175,Q8IUF8
D056486,Q9Y572
D005234,Q9Y572
D008106,Q9C0K0
D011471,Q9NVW2
D006984,P04808
D011471,P04090
D006965,Q8WXF3
D017202,Q8WXF3
D008106,Q96LZ7
D001943,Q9NWS8
D008106,Q96G75
D001249,P12724
D008106,P34096
D011471,P34096
D008107,Q6IB39
D020258,Q6IB39
D008106,Q1RLL8
D011471,Q1RLL8
D006528,Q53RZ3
D066126,Q8N5U6
D011565,Q9Y508
D001943,Q9Y4L5
D011471,Q2HIY3
D006130,Q8IUD6
D002292,Q8WU17
D016889,Q7Z419
D006528,Q9BTC5
D002289,Q8IYW5
D002294,Q8IYW5
D001943,Q8N6D2
D015179,Q8N6D2
D009103,Q3ZCS9
D009361,Q6ZRF8
D011471,Q96EP0
D003110,Q969K3
D008106,Q96QB5
D015179,Q68DV7
D016889,Q68DV7
D011471,Q68DV7
D013274,Q68DV7
D003924,Q9Y252
D004938,Q9Y252
D008325,Q7RU04
D000230,Q2M1J3
D001321,Q2M1J3
D006528,Q2M1J3
D008175,Q2M1J3
D011471,Q2M1J3
D001321,Q9HCK4
D008106,Q9HCK4
D011471,Q9HCK4
D001321,Q96HH0
D001321,Q8WZ75
D015473,Q49AA3
D049188,Q49AA3
D006332,Q14DU5
D004195,Q14DU5
D006333,Q14DU5
D049188,Q14DU5
D020257,Q14DU5
D001943,Q01973
D009362,Q01973
D001321,P35398
D013274,P35398
D004715,Q58EY0
D007249,Q6I9R9
D002289,Q5H8Y1
D005910,Q5H8Y1
D008545,Q5H8Y1
D001766,Q2EKB8
D034381,Q9HD28
D012141,Q9HD28
D009759,Q5D221
D002526,Q68CZ1
D005128,Q68CZ1
D007674,Q68CZ1
D008106,Q9UNE2
D001321,Q9GZW2
D054218,Q9GZW2
D011471,Q9GZW2
D004195,Q1JQ76
D011471,Q5VVD0
D011471,P30050
D013274,Q6NZ55
D004195,Q9BSQ6
D002292,Q6IPH7
D010300,Q6IPH7
D013274,P61313
D017202,P18621
D013274,Q0QEW2
D001943,P62750
D010300,P62750
D002524,Q6NZ52
D004195,Q6NZ52
D010198,Q6NZ52
D015430,P46779
D002277,Q9NY85
D015674,Q9NY85
D008325,Q9NY85
D001943,P62899
D004195,P83881
D001281,Q92901
D009361,Q92901
D018805,P36578
D054218,Q9BUV4
D002277,Q8TBK5
D015674,Q8TBK5
D008325,Q8TBK5
D010300,Q8TBK5
D018805,Q53Z07
D001943,P05387
D011471,Q5JYR7
D008545,Q5VUC9
D011471,Q5VT52
D004938,Q9NS64
D002277,Q15372
D000860,Q15372
D015674,Q15372
D008325,Q15372
D009503,Q15372
D013274,P62841
D011471,P39019
D013274,P39019
D001281,Q9BSW5
D000860,Q9BSW5
D013274,Q9BYK2
D013274,Q75MH1
D015430,P62857
D008545,Q9NQS8
D001943,Q96IR1
D001943,Q96DV6
D006528,Q96DV6
D013274,Q96DV6
D001714,Q15349
D006528,Q8TDJ4
D009361,Q8TDJ4
D009362,Q8TDJ4
D011596,Q8TDJ4
D001284,Q4G0X7
D006973,Q4G0X7
D017379,Q4G0X7
D016403,Q4G0X7
D001943,Q9BRS0
D001943,P62081
D001943,Q5JR95
D010300,Q5JR95
D015430,Q5JR95
D004195,Q96RS2
D009361,Q96RS2
D019957,Q8N122
D001943,P55042
D002289,P55042
D006332,P55042
D011471,P10301
D008114,P62070
D006528,P23921
D002289,P23921
D004195,P23921
D009436,P23921
D006528,P31350
D015179,P31350
D004195,P31350
D000140,Q7LG56
D007674,Q7LG56
D009123,Q7LG56
D004195,Q15050
D004195,Q8WXG1
D006333,Q8WXG1
D017202,Q8WXG1
D001943,Q9BXY4
D006528,Q9BXY4
D008106,Q9BUV0
D010024,Q32Q10
D005910,Q9NZ71
D008175,Q9NZ71
D019966,Q6ICC9
D017202,Q6IAX4
D008106,Q6IPN0
D012559,Q6IPN0
D012559,Q9BZR6
D006528,Q9BQQ7
D008106,Q9BQQ7
D008113,Q9BQQ7
D012871,Q7L099
D001172,Q2TAM6
D005909,Q2TAM6
D015470,Q2TAM6
D009190,Q2TAM6
D054198,Q2TAM6
D011471,Q2TAM6
D015470,Q71VC3
D001172,Q32MY8
D001943,Q32MY8
D019970,Q32MY8
D019465,Q32MY8
D010003,Q32MY8
D013375,Q32MY8
D014511,Q32MY8
D000230,Q13761
D006528,Q13761
D004938,Q13761
D005909,Q13761
D015470,Q13761
D008175,Q13761
D011565,Q13761
D013274,Q13761
D004715,Q9HBX9
D011471,Q6P3U7
D013964,Q6P3U7
D001943,Q5STP9
D013274,Q5STP9
D017202,P48443
D002972,Q8WTZ8
D019465,Q8WTZ8
D015430,Q8WTZ8
D002292,Q8WYM8
D001145,Q92736
D016757,Q92736
D017202,Q92736
D013610,Q92736
D017180,Q92736
D020301,Q5T7Y6
D003866,Q6FGE5
D004195,Q6FGE5
D015470,Q6FGE5
D008106,Q6FGE5
D056486,P31949
D008106,P31949
D009361,P31949
D003110,P26447
D007511,P26447
D008545,P26447
D009361,P26447
D009362,P26447
D009400,P26447
D010003,P26447
D012128,P26447
D020301,P26447
D020244,P33763
D002277,P06703
D003921,P06703
D003924,P06703
D008106,P06703
D015674,P06703
D008325,P06703
D020301,P06703
D011565,P31151
D015470,P05109
D015674,P05109
D003110,P06702
D008106,P06702
D012128,P06702
D001714,P04271
D001929,P04271
D001930,P04271
D001932,P04271
D002543,P04271
D004195,P04271
D006501,P04271
D009203,P04271
D020301,P04271
D002277,P21453
D008106,P21453
D015674,P21453
D008325,P21453
D003921,Q9H228
D001169,P0DJI8
D017880,Q14CE9
D002051,Q9BXA9
D019465,Q9BXA9
D019465,Q6Y8G5
D006345,Q6Y8G5
D017880,Q6Y8G5
D008106,Q5SV95
D004831,Q8N8I0
D019966,Q8WW19
D005317,Q5K651
D007239,Q5K651
D007410,Q5K651
D009190,Q5K651
D011471,Q5K651
D012559,Q9UHR5
D000860,Q9UL11
D014786,Q0D2N8
D003324,Q5T5C7
D009765,Q2TM25
D004195,Q01826
D002471,Q9UPW6
D002972,Q9UPW6
D015179,Q9UPW6
D019465,Q9UPW6
D000741,Q9Y3A5
D011471,Q769H0
D006529,Q8IVN8
D001321,Q7Z6I4
D001321,Q8TAC9
D006528,Q6PIX8
D002277,Q8WTV0
D002292,Q8WTV0
D019970,Q8WTV0
D007676,Q8WTV0
D015674,Q8WTV0
D008325,Q8WTV0
D065626,Q8WTV0
D008106,Q86SK9
D015430,Q86SK9
D015179,P05408
D007249,P11684
D008171,P11684
D012120,P11684
D004715,Q96QR1
D001249,Q2L6B3
D001281,Q96GD3
D001281,Q9Y5Y9
D006327,Q9Y5Y9
D006930,Q9Y5Y9
D009437,Q9Y5Y9
D014693,Q9Y5Y9
D006930,Q9UKU5
D004831,P35498
D004827,P35498
D004829,P35498
D009069,P35498
D001321,Q99250
D001714,Q99250
D004827,Q99250
D001281,Q8WWN6
D008133,Q8WWN6
D017180,Q8WWN6
D016171,Q8WWN6
D001321,Q01118
D001259,Q9P2Q6
D002524,Q9P2Q6
D004827,Q9P2Q6
D009422,Q9P2Q6
D013226,Q9P2Q6
D014202,Q9P2Q6
D009437,Q53QP0
D011537,Q53QP0
D003550,Q6UP09
D006973,Q6UP09
D008171,Q6UP09
D011507,Q6UP09
D003550,Q8WY57
D006973,Q8WY57
D008171,Q8WY57
D003550,Q6LCK6
D006973,Q6LCK6
D007022,Q6LCK6
D004421,Q9BX26
D056784,Q9BX26
D011115,Q9BX26
D010003,Q12765
D013274,Q12765
D001321,P09683
D013610,P09683
D003924,Q8IV17
D002289,P31431
D012164,Q86SQ7
D011471,Q9HCN8
D012559,Q9BRK5
D002311,Q0QF12
D010003,Q0QF12
D010673,Q70SX8
D008106,Q8WUS8
D008106,P20132
D010003,Q15436
D019465,P61619
D006130,Q5HYY5
D008175,Q93073
D001281,Q5TI75
D002545,Q5TI75
D002318,Q5TI75
D006937,Q5TI75
D009103,Q5TI75
D017202,Q5TI75
D015427,Q5TI75
D014581,Q5TI75
D000230,Q9H8A8
D056486,Q9H8A8
D015179,Q9H8A8
D008175,Q9H8A8
D010051,Q9H8A8
D011618,Q9H8A8
D012559,Q9H8A8
D013274,Q9H8A8
D008106,Q8WWX9
D000236,P49908
D002277,P49908
D015179,P49908
D004715,P49908
D007333,P49908
D008106,P49908
D008175,P49908
D015674,P49908
D008325,P49908
D009410,P49908
D009422,P49908
D019636,P49908
D011471,P49908
D002289,Q9BQE4
D007249,Q9BQE4
D011471,Q9BQE4
D004827,P63302
D008106,P63302
D009203,Q8WW79
D003866,Q8N1E9
D006967,Q8N1E9
D006973,Q8N1E9
D017202,Q8N1E9
D015428,Q8N1E9
D019954,Q8N1E9
D013927,Q8N1E9
D013262,Q6GYA4
D002294,Q6ZVN7
D056486,Q86UJ2
D016889,Q6PI51
D016889,Q13275
D056486,Q5TCJ7
D001321,Q13591
D008106,Q8NFY4
D019966,Q8NFY4
D001161,Q9P0U3
D014657,Q9P0U3
D056486,Q9HC62
D008106,Q9HC62
D012640,Q9HC62
D011471,Q9GZR1
D015430,Q9HD40
D005909,Q6ZU15
D012128,Q99719
D015470,Q9UHD8
D009361,Q9UHD8
D003638,Q5JVM6
D004421,Q5JVM6
D013274,Q8NC51
D011471,Q5H936
D058186,P01009
D000230,P01009
D001008,P01009
D001161,P01009
D001714,P01009
D006528,P01009
D002779,P01009
D064420,P01009
D006470,P01009
D007003,P01009
D008103,P01009
D008107,P01009
D008171,P01009
D008175,P01009
D009362,P01009
D019636,P01009
D065626,P01009
D029424,P01009
D011658,P01009
D013274,P01009
D014657,P01009
D020246,Q9UK55
D008064,P01011
D011471,P01011
D006528,P29622
D008106,P29622
D019969,P05154
D002779,P05154
D056486,P08185
D005234,P08185
D008103,P08185
D008106,P08185
D008106,P05543
D011471,Q4VAX6
D001943,P05120
D065626,P05120
D010523,P05120
D013274,P05120
D002294,P29508
D004938,P29508
D011230,P29508
D001943,P36952
D003110,P36952
D015179,P36952
D009362,P36952
D011565,P50452
D008106,P50453
D054058,Q8TCE1
D001778,Q8TCE1
D001930,Q8TCE1
D002543,Q8TCE1
D004211,Q8TCE1
D017114,Q8TCE1
D009404,Q8TCE1
D012128,Q8TCE1
D013927,Q8TCE1
D054556,Q8TCE1
D020246,Q8TCE1
D054556,Q8IVC0
D050197,P05121
D001321,P05121
D002779,P05121
D003921,P05121
D003928,P05121
D004195,P05121
D005234,P05121
D005923,P05121
D006333,P05121
D006973,P05121
D007676,P05121
D008107,P05121
D008113,P05121
D009404,P05121
D009422,P05121
D009765,P05121
D011471,P05121
D013274,P05121
D013927,P05121
D003925,P36955
D011471,P36955
D056486,Q5UGI6
D008103,Q5UGI6
D008175,Q5UGI6
D020244,P50454
D007511,P50454
D008103,P50454
D008106,P50454
D012128,P50454
D003110,Q53GC0
D056486,P58004
D015179,P58004
D006529,P58004
D011471,P58005
D015430,Q7Z6D3
D009336,Q5VXV3
D009361,Q5VXV3
D000015,Q9Y6X0
D001943,Q9Y6X0
D019465,Q9Y6X0
D015430,Q9Y6X0
D001943,Q9BYW2
D002292,Q9BYW2
D007938,Q9BYW2
D011471,Q9BYW2
D003072,Q8WTS6
D008545,Q15047
D011471,Q15047
D008106,Q53EL9
D001321,Q6UXD5
D008545,Q14820
D015451,Q7Z497
D009190,Q7Z497
D011471,Q7Z497
D006528,Q9Y3B8
D002294,Q9Y3B8
D004938,Q9Y3B8
D012871,Q9BSV4
D001943,Q6ZSL4
D006528,Q6ZSL4
D015179,Q6ZSL4
D005355,Q6ZSL4
D006331,Q6ZSL4
D001943,Q96HF1
D002292,Q96HF1
D015179,Q96HF1
D001169,Q6FHJ7
D015179,Q6FHJ7
D003924,Q6FHJ7
D001943,Q5T4F7
D015179,Q5T4F7
D008171,P07988
D008175,P07988
D008175,Q5T0M2
D029424,Q5T0M2
D015179,Q9H9B4
D004195,Q9H9B4
D001281,Q16586
D009202,Q6IBJ4
D008106,Q6IBJ4
D009202,Q92629
D010003,Q13326
D019969,Q08AT0
D012871,Q08AT0
D056486,Q96ES7
D002277,Q7Z3I4
D003929,Q7Z3I4
D015470,Q7Z3I4
D015674,Q7Z3I4
D008325,Q7Z3I4
D014511,Q7Z3I4
D008106,Q5H8Y5
D001145,Q5FBB7
D007410,Q5FBB7
D009765,Q9NRF2
D003324,Q96BA5
D007249,Q96BA5
D008180,Q96BA5
D009203,Q96BA5
D020521,Q96BA5
D008106,Q5T123
D006528,Q9BWP4
D015470,Q9BWP4
D003110,Q5JPT2
D001281,Q5TCZ1
D020521,Q5TCZ1
D019969,Q8TEJ3
D015179,Q6NVH2
D001008,Q9Y566
D001321,Q9Y566
D002292,Q9Y566
D019957,Q9Y566
D001321,Q24JS4
D001714,Q24JS4
D001321,Q6P5A2
D002658,Q6P5A2
D012559,Q6P5A2
D003872,Q6PJD5
D004802,Q6PJD5
D002311,P04278
D003924,P04278
D007172,P04278
D024821,P04278
D011471,P04278
D006332,Q5T188
D056486,Q5T188
D008103,Q5T188
D008106,Q8NEM2
D006528,Q15465
D010302,Q15465
D001943,P34896
D004195,P34896
D064420,P34896
D008228,P34896
D009422,P34896
D002289,Q5BJF5
D001327,Q9HAT2
D008175,Q24JR2
D000647,Q5T1J1
D019970,Q5T1J1
D004681,Q5T1J1
D007859,Q5T1J1
D008569,Q5T1J1
D011297,Q5T1J1
D012640,Q5T1J1
D002311,P57059
D006528,Q9H0K1
D011471,Q9H173
D001943,P81133
D006943,P81133
D002972,Q14190
D019465,Q14190
D019465,Q96ST3
D008545,Q96FS4
D011230,P78324
D058186,Q96EB6
D050197,Q96EB6
D001281,Q96EB6
D001327,Q96EB6
D020520,Q96EB6
D001932,Q96EB6
D001943,Q96EB6
D003092,Q96EB6
D003711,Q96EB6
D003920,Q96EB6
D003921,Q96EB6
D003924,Q96EB6
D004681,Q96EB6
D005234,Q96EB6
D005355,Q96EB6
D018149,Q96EB6
D006331,Q96EB6
D006333,Q96EB6
D006984,Q96EB6
D007333,Q96EB6
D008106,Q96EB6
D055370,Q96EB6
D024821,Q96EB6
D015428,Q96EB6
D009362,Q96EB6
D009410,Q96EB6
D019636,Q96EB6
D065626,Q96EB6
D009765,Q96EB6
D010243,Q96EB6
D011014,Q96EB6
D011471,Q96EB6
D012164,Q96EB6
D013927,Q96EB6
D018487,Q96EB6
D002294,Q9NTG7
D009765,Q9NTG7
D006332,Q9Y6E7
D004719,Q9Y6E7
D015431,Q9Y6E7
D006332,Q8N6T7
D066126,Q8N6T7
D004719,Q8N6T7
D005234,Q8N6T7
D005355,Q8N6T7
D017379,Q8N6T7
D018487,Q8N6T7
D020257,Q8N6T7
D005234,Q9NRC8
D015427,Q9NRC8
D019465,Q15475
D016889,Q15475
D007674,Q8TBA2
D006528,Q96BD8
D006528,Q8IX90
D010051,Q86WV1
D019465,Q7Z462
D009436,Q7Z462
D011658,P12757
D012871,P12757
D006528,Q13309
D016403,Q13309
D009369,Q13309
D010051,Q13309
D008106,Q13239
D008106,Q6NSE6
D009896,Q53XR2
D008106,Q14973
D003072,Q12908
D009422,Q12908
D019966,Q12908
D001943,Q3KNW5
D056486,Q0GE19
D002779,Q0GE19
D058186,Q9HBK0
D001172,Q9HBK0
D009103,Q9HBK0
D008113,P49281
D002277,Q53ZR1
D002318,Q53ZR1
D004827,Q53ZR1
D018149,Q53ZR1
D006973,Q53ZR1
D015674,Q53ZR1
D008325,Q53ZR1
D009069,Q53ZR1
D011471,Q53ZR1
D006973,P55017
D007674,P55017
D014652,P55017
D004827,Q9H2X9
D006930,Q9H2X9
D012640,Q9H2X9
D013226,Q9H2X9
D010523,Q6NSI7
D001749,Q9Y666
D056486,Q9UKG4
D008103,Q9UKG4
D005234,Q86YT5
D000744,Q13336
D004195,Q86UE9
D008545,Q86UE9
D008106,Q05CH4
D008180,Q8N697
D002471,Q5T8R5
D003110,Q5T8R5
D002779,P36021
D007037,P36021
D008106,Q96PF5
D008103,Q06495
D008106,Q06495
D008545,Q9NRA2
D007859,Q9P2U8
D008569,Q9P2U8
D007859,Q9P2U7
D008569,Q9P2U7
D012640,Q9P2U7
D009410,Q05940
D009422,Q05940
D010300,Q05940
D010302,Q05940
D020734,Q05940
D000236,P41440
D001321,P41440
D002972,P41440
D003110,P41440
D015179,P41440
D004195,P41440
D064420,P41440
D009422,P41440
D054198,P41440
D012008,P41440
D001749,P41440
D008106,Q7Z7J1
D001480,Q9BZV2
D001284,P43005
D001927,P43005
D003072,P43005
D004715,P43005
D004827,P43005
D009410,P43005
D012559,P43005
D012640,P43005
D019970,P43004
D003924,P43004
D004827,P43004
D009410,P43004
D013274,P43004
D001321,Q8N169
D004827,Q8N169
D010190,Q71UA6
D004715,Q8WUM9
D008106,Q8WUM9
D001480,Q08357
D006528,Q63ZE4
D002289,Q63ZE4
D005909,Q63ZE4
D010051,Q63ZE4
D058186,Q19PG1
D015179,Q8IZD6
D001943,Q96BI1
D008175,Q96BI1
D007674,Q5T7Q5
D009765,Q5T7Q5
D011041,Q5T7Q5
D008106,Q7L9D0
D058186,Q8N4F4
D003924,Q9NQC0
D009205,Q9NQC0
D009765,Q9NQC0
D011471,Q9NQC0
D019966,Q9NQC0
D001172,Q9H015
D009205,Q9H015
D056486,Q8TCC7
D005234,Q8TCC7
D008103,Q8TCC7
D008106,Q8TCC7
D002779,Q9UHI7
D020300,Q9UHI7
D008106,Q9UHI7
D012131,Q9UHI7
D002779,Q4ZGM1
D002277,Q9UBX3
D015674,Q9UBX3
D008325,Q9UBX3
D012128,Q6IBH0
D008106,Q75M55
D008106,Q6NUK1
D056486,Q8N8R3
D008106,Q5SVS4
D000740,Q9NYZ2
D008106,P12235
D008545,Q8N413
D009896,Q96AG3
D006528,Q6Q0C1
D019465,P50443
D034381,Q75MC7
D006319,Q75MC7
D011471,Q75MC7
D003638,Q7Z7F4
D034381,Q7Z7F4
D006528,Q86YZ4
D012559,Q8TE54
D012559,Q96RN1
D001281,Q9Y2P4
D004195,Q99808
D010190,Q99808
D034381,Q9BZD2
D006330,Q9BZD2
D006529,Q9BZD2
D001259,P11166
D001943,P11166
D006528,P11166
D002292,P11166
D002471,P11166
D003110,P11166
D002658,P11166
D003924,P11166
D008113,P11166
D009422,P11166
D010003,P11166
D010051,P11166
D012640,P11166
D001943,Q8TDC7
D019966,Q86X07
D010300,Q8TDB8
D001943,Q6PAU8
D006528,Q6PAU8
D003921,Q6PAU8
D003924,Q6PAU8
D005234,Q6PAU8
D008064,P11169
D000544,P14672
D006332,P14672
D003921,P14672
D003924,P14672
D007333,P14672
D001943,P22732
D006073,Q9NRM0
D012640,Q96KD7
D002779,Q1RMY7
D004421,Q1RMY7
D007037,Q1RMY7
D008103,Q1RMY7
D010300,Q1RMY7
D020734,Q1RMY7
D000544,Q6NXT4
D004938,Q8NEW0
D003924,Q8IWU4
D020964,Q6P708
D006976,Q6P708
D008114,Q6P708
D009336,Q6P708
D011471,Q6P708
D006934,Q86VN6
D017674,Q86VN6
D019465,Q9NTN3
D001281,Q5T1Q4
D008545,Q8TBE7
D008106,Q6IBR9
D010300,Q96QD8
D008113,Q8NBW4
D011471,Q6IAD8
D009361,Q05C42
D008545,Q504Y0
D001847,Q96H72
D018476,Q15043
D009362,Q6P5W5
D049188,Q6P5W5
D001943,Q13433
D008106,Q13433
D009362,Q13433
D008106,Q9C0K1
D008175,P08195
D000740,Q4PNE6
D001321,Q4PNE6
D002471,Q4PNE6
D004715,Q4PNE6
D006461,Q4PNE6
D008113,Q4PNE6
D008106,Q8WUU1
D008106,Q8IWA5
D002294,Q9UMX9
D008545,Q9UMX9
D019966,Q9UMX9
D000740,Q96NT5
D020138,Q96NT5
D008106,Q96NT5
D010198,Q96NT5
D007674,Q96FL8
D000743,P02730
D006402,P02730
D008288,P02730
D003072,Q53SB3
D004827,Q53SB3
D019586,Q53SB3
D008105,Q9UEY6
D011471,Q9UEY6
D006331,P48751
D002386,Q9Y6R1
D002658,Q9Y6R1
D004195,Q9Y6R1
D008106,Q9Y6R1
D004195,Q9Y6M7
D002779,Q86UW1
D003072,Q86UW1
D008105,Q86UW1
D002779,Q86UW2
D003072,Q86UW2
D008105,Q86UW2
D011230,Q9NQ40
D001714,P53794
D002292,P53794
D003324,P53794
D001943,Q92911
D006528,Q92911
D005910,Q92911
D007680,Q92911
D008545,Q92911
D009369,Q92911
D010051,Q92911
D011471,Q92911
D013964,Q92911
D003110,Q8N695
D008106,Q8N755
D008113,Q8N755
D004827,P30531
D012559,P30531
D012640,P30531
D013375,P30531
D008545,P48066
D009361,P48065
D006973,Q9BYZ7
D006973,Q9BW84
D012640,Q9BW84
D008654,Q9NP91
D019969,Q9Y610
D001008,Q9Y610
D001289,Q9Y610
D019970,Q9Y610
D003704,Q9Y610
D006948,Q9Y610
D008569,Q9Y610
D048629,Q9Y610
D009410,Q9Y610
D009422,Q9Y610
D010259,Q9Y610
D010300,Q9Y610
D011605,Q9Y610
D012559,Q9Y610
D012893,Q9Y610
D013981,Q9Y610
D019969,Q9NYN7
D001008,Q9NYN7
D001321,Q9NYN7
D001714,Q9NYN7
D019970,Q9NYN7
D003072,Q9NYN7
D003866,Q9NYN7
D003865,Q9NYN7
D006976,Q9NYN7
D008569,Q9NYN7
D019964,Q9NYN7
D009771,Q9NYN7
D010554,Q9NYN7
D012559,Q9NYN7
D019966,Q9NYN7
D013375,Q9NYN7
D001049,Q4VAM6
D001927,Q4VAM6
D017202,P31641
D001321,P48029
D002658,P48029
D019969,P48067
D008106,Q5JR49
D011471,Q5JR49
D009362,Q4W5A5
D008175,Q2MCL6
D004715,Q9UHI5
D007674,P82251
D017202,Q4QQH3
D015428,Q4QQH3
D012640,Q4QQH3
